"treatment","wave2","completematch","Bgetsmag","post","times","surveyed","Bfemale","reportedage","Bvoted2004","Bvoted2002","Bvoted2001","Bconsumer","Bpreferrepub","Bpreferdem","Bprefernoone","paper","voted","voteddem","voteddem_all","preferdem","voteddem2","mostimp_scandals","iraq_post","bushapproval","repfavorable","demunfavorable","iraq","leak","alito","iraqdead","libby","miers","getapaper","gettimes","getpost","readfrqr","readsome","conservative","consindexgen","consindexpol","factindex","doperator1","doperator2","doperator3","doperator4","doperator5","doperator6","doperator7","doperator8","doperator9","doperator10","doperator11","doperator12","doperator13","doperator14","doperator15","doperator16","doperator17","doperator18","doperator19","doperator20","doperator21","doperator22","doperator23","doperator24","doperator25","doperator26","doperator27","doperator28","doperator29","doperator30","doperator31","doperator32","doperator33","doperator34","doperator35","doperator36","doperator37","doperator38","doperator39","doperator40","doperator41","doperator42","doperator43","doperator44","doperator45","doperator46","doperator47","doperator48","doperator49","doperator50","doperator51","doperator52","doperator53","doperator54","doperator55","doperator56","doperator57","doperator58","doperator59","doperator60","doperator61","doperator62","doperator63","doperator64","doperator65","doperator66","doperator67","doperator68","doperator69","doperator70","doperator71","doperator72","doperator73","doperator74","doperator75","doperator76","doperator77","doperator78","doperator79","doperator80","doperator81","doperator82","doperator83","doperator84","doperator85","doperator86","doperator87","doperator88","doperator89","doperator90","doperator91","doperator92","doperator93","doperator94","doperator95","doperator96","doperator97","doperator98","doperator99","doperator100","doperator101","cells","voted2006g","voted2005g","voted2004g","voted2003g","voted2002g","voted2001g","voted2000g","treatmentn","MBfemale","Mreportedage","MBvoted2004","MBvoted2002","MBvoted2001","MBconsumer","MBgetsmag","MBpreferdem","MBpreferrepub","MBprefernoone","Mwave2","MZBfemale","MZreportedage","MZBvoted2004","MZBvoted2002","MZBvoted2001","MZBconsumer","MZBgetsmag","MZBpreferdem","MZBpreferrepub","MZBprefernoone","MZwave2"
"TIMES",0,"yes",0,0,1,1,1,51,1,1,0,0,1,0,0,1,0,,0,0,0,1,1,4,3,4,3,2,3,1,1,1,1,0,1,2,1,6,1.054510474205017,.8645714521408081,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,51,1,1,0,0,0,0,1,0,0
"TIMES",1,"yes",0,0,1,1,0,61,1,1,0,0,0,0,1,1,1,0,0,,0,1,0,1,1,3,1,,2,1,1,1,0,0,0,0,0,4,-.6177560091018677,-.3988378643989563,.5485787391662598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,1,1,0,0,0,0,0,1,1
"CONTROL",1,"yes",1,0,0,1,1,63,1,1,0,0,1,0,0,0,1,0,0,,0,1,1,4,3,4,2,3,3,1,1,1,1,0,0,2,1,6,1.054510474205017,.9300513863563538,.5485787391662598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,63,1,1,0,0,1,0,1,0,1
"CONTROL",0,"yes",0,0,0,0,0,,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"POST",0,"yes",0,1,0,0,0,,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"CONTROL",1,"yes",0,0,0,1,0,57,1,1,0,0,0,1,0,0,1,0,0,,0,1,1,4,4,3,2,2,3,1,0,1,1,0,0,1,0,6,1.038130760192871,.6599894165992737,-.2107861191034317,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,57,1,1,0,0,0,1,0,0,1
"CONTROL",0,"yes",0,0,0,0,0,,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,1,0,56,1,1,0,0,1,0,0,1,1,0,0,,0,0,1,1,3,4,2,3,3,0,1,1,1,1,1,2,1,6,.48468196392059326,.19134224951267242,-.2667349874973297,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,0,0,0,0,1,0,0
"TIMES",1,"yes",0,0,1,1,1,69,1,1,0,0,0,0,1,1,1,1,1,,1,1,,1,1,4,1,2,3,1,1,1,1,1,0,3,1,4,-.3543393313884735,.3259825110435486,.5485787391662598,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,69,1,1,0,0,0,0,0,1,1
"CONTROL",0,"yes",0,0,0,0,1,,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
"CONTROL",1,"yes",1,0,0,0,1,,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
"CONTROL",0,"yes",0,0,0,0,0,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,0,1,,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
"CONTROL",0,"yes",0,0,0,0,0,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"CONTROL",1,"yes",0,0,0,0,0,,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
"CONTROL",1,"yes",0,0,0,0,1,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
"CONTROL",0,"yes",0,0,0,0,0,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,1,0,28,1,0,1,0,0,1,0,1,1,1,1,,1,1,0,1,2,1,1,1,2,1,0,1,1,0,1,1,0,2,-1.2424999475479126,-.5196460485458374,-.2107861191034317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,1,0,0,1,0,0,0
"POST",1,"yes",0,1,0,0,1,,1,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1,1,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
"POST",0,,0,1,0,0,0,,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,1,0,58,1,1,0,0,1,0,0,1,1,0,0,,0,1,1,4,3,4,3,3,3,1,1,1,1,1,0,3,1,6,1.054510474205017,1.1346334218978882,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1,0,0,0,0,1,0,0
"TIMES",1,"yes",0,0,1,1,1,45,1,0,0,0,0,0,0,1,1,0,0,,0,1,1,4,4,2,2,2,3,1,1,1,1,0,1,3,1,4,.42976653575897217,.6599894165992737,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,45,1,0,0,0,0,0,0,0,1
"CONTROL",1,"yes",0,0,0,0,0,,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"POST",1,"yes",0,1,0,0,1,,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
"POST",1,,0,1,0,0,0,,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"CONTROL",1,"yes",0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CONTROL",1,"yes",0,0,0,0,0,,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"CONTROL",1,"yes",0,0,0,0,0,,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
"CONTROL",1,"yes",0,0,0,0,0,,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"TIMES",1,"yes",0,0,1,1,0,70,1,1,0,0,1,0,0,1,1,0,0,,0,1,0,4,4,2,2,2,3,1,1,1,0,0,0,1,0,6,.7747139930725098,.26004448533058167,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,70,1,1,0,0,0,0,1,0,1
"CONTROL",1,"yes",1,0,0,0,0,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
"CONTROL",0,,0,0,0,0,1,,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"TIMES",1,"yes",0,0,1,0,0,,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,0,0,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CONTROL",0,"yes",0,0,0,1,1,31,1,1,0,0,1,0,0,0,0,,0,0,0,1,1,3,3,3,2,,3,0,1,1,0,0,0,0,0,6,.6011509299278259,.7381290197372437,-.2667349874973297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,1,1,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,0,1,,1,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,1,1,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
"TIMES",0,"yes",0,0,1,1,1,34,1,1,0,0,0,0,1,1,1,,,,,1,0,,1,4,,1,2,1,1,1,0,0,0,3,1,,.004328906536102295,-.5624048113822937,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,34,1,1,0,0,0,0,0,1,0
"CONTROL",0,"yes",1,0,0,1,0,46,1,0,0,0,0,0,0,0,0,,0,0,0,1,1,4,4,2,3,2,3,0,1,1,1,0,0,2,1,6,.7747139930725098,.8645714521408081,-.2667349874973297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,1,0,0,0,0
"CONTROL",0,"yes",1,0,0,1,0,55,1,1,0,0,0,1,0,0,1,1,1,,1,,0,1,1,2,1,1,3,1,1,1,1,0,1,3,1,4,-.8811727166175842,-.3417195975780487,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,0,0,1,1,0,0,0
"TIMES",0,"yes",0,0,1,0,0,,1,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"CONTROL",0,"yes",0,0,0,0,0,,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CONTROL",0,"yes",0,0,0,1,0,62,1,0,0,0,0,1,0,0,1,1,1,,1,1,0,1,1,2,0,1,2,1,1,1,0,0,0,3,1,2,-1.2261202335357666,-.7242280840873718,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,1,0,0,0
"TIMES",1,"yes",0,0,1,0,1,,1,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"TIMES",0,"yes",0,0,1,0,0,,1,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1,1,1,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"TIMES",0,"yes",0,0,1,1,1,52,1,1,0,0,0,1,0,1,1,1,1,,1,1,0,1,1,1,0,1,3,0,1,1,1,1,1,2,1,2,-1.4895368814468384,-.41918158531188965,-.2667349874973297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,52,1,1,0,0,0,1,0,0,0
"CONTROL",1,"yes",0,0,0,0,0,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TIMES",1,"yes",0,0,1,1,1,60,1,1,0,0,0,1,0,1,1,1,1,,1,0,0,1,1,2,1,1,2,1,1,1,1,0,0,3,1,4,-.8811727166175842,-1.2583551406860352,.5485787391662598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,60,1,1,0,0,0,1,0,0,1
