"id","score"
"R_2shRkpjjeSAZZ65",0.788659368790578
"R_a5cRWKUigSTvkkB",-0.154349648001191
"R_3Pry8HgYgdx4RRb",1.48694753483782
"R_24OzeakrK7HeK3P",-2.00935894051084
"R_2nQACs3waYKvZ4N",-0.457662715035762
"R_88QTmhlYtMyAHxr",0.999394283123126
"R_2rdhcQhpv95UOiN",-0.958090985769788
"R_8eHXI9MZhSvmJkV",1.64133248398102
"R_414HkQvIPV4v9Nr",-0.0714198542692719
"R_6M4UfXrcXtTJFWJ",-1.61010546506305
"R_6tYa8j4nL13MZdr",0.832583453213731
"R_0MnKyO4xiYIn4CV",-0.665820511052151
"R_egFl5zhFu6esMJv",-1.82533892958659
"R_0TzBKfFD316E9rn",0.202481689682795
"R_07z3PeU3NzkpmIJ",-0.0195426120393178
"R_5zoWzQCRlRSAJVz",-1.67420626698213
"R_7a2wgyp2xftzgDX",0.929037358259161
"R_0P8sKaZt82lz0iN",1.00977058395741
"R_0xgA9lsgxOjMe0t",-1.59752141649976
"R_9nmZlBEmC6jcBAF",-1.11111603026906
"R_abh8aj1asiRGLTT",0.997834379262419
"R_0p1Gy9NrEPgVVnT",0.493527548108146
"R_5zEBFRTmye44W57",-1.77325832356129
"R_a5ctQ4U490qdi9n",1.06889066136412
"R_3sgNEyFOuEwx6Pr",-0.981978676389505
"R_8Cyo7n0oxYIxT2R",0.624602892002152
"R_06VwCPQMbvrFgep",-1.3070581304923
"R_6n9e4qWc5kCG3pr",-0.144394412481695
"R_e3z53ma4PCcNFxH",1.24860278524662
"R_5pb46GaR7KdFoYl",0.524757439175491
"R_cSzdN3YrXY83uGV",-0.227237391920441
"R_8ud4EWV43zsn8uV",0.324991818899011
"R_bJIjjhZkZuEJ01L",0.379196616465597
"R_6eOb3KuBy6d5Z8V",-1.80538488582828
"R_5pTU8bF3CkDV2sd",-0.154535110265947
"R_efYJMsyDSd9oNcF",0.306294779251386
"R_0V5QR6VzoGTOlU1",-0.783635365494685
"R_d4NsBTDjfk2miPP",-0.30116395111806
"R_aXYSlt0zVH3LSkZ",0.640453129052973
"R_djr2q2EZixYRdMV",1.00037254520647
"R_6gKmQAR9hpiY5p3",-1.34301334858779
"R_2couBUolk9YehNP",-0.247201934094769
"R_5mVOz7h0Qc6J3mJ",1.42028667911479
"R_b74pLEj17q0Yv1H",0.513381950772541
"R_aWpHEaluMxOW67b",0.972570169152569
"R_8qOvGVFsXoTMQqV",-0.584721392101337
"R_dp9Wj6ko0OXdxit",-1.28467773943296
"R_3HSYzcQldfaINcV",-1.39077368068805
"R_3ZXYdtS2Z7Pj7Nj",0.0365384190836497
"R_cAwfXE0QVDg3fqR",0.238223638298645
"R_4O8ugRLv9kMbALH",1.31481825963063
"R_8jjcxYccqVbCmwd",0.338917209753612
"R_2uzc8sNuADVfKS1",-0.476659047115867
"R_4T2QaXBjixFKuHz",1.26434011866417
"R_1EP0euREZ1MFvff",1.00848308490086
"R_ex6buB8Q5ieGV6t",-1.37331302997165
"R_5haroNTMrQquXOd",-1.65313705246793
"R_6njnDuetaFSBRNX",-1.44324542082398
"R_9SkJpjdElyPdG2p",-2.00345708677267
"R_2m1baWuUvSa6Hc1",-0.0936488343394858
"R_daIXqC4AYlbhHIF",-1.70652293248955
"R_1Bq9Tsfp5U2zKTP",0.306765914049021
"R_6X0AUe5dLO3i09T",-0.705486569148558
"R_4N5YcC7w4rUMpgx",0.172267197245863
"R_3UXhXxlGosyf9rL",1.63090387392136
"R_1Oj2IgJnlgq0ZrD",-1.78243821422047
"R_2mz27oqP1nQ8tQp",-0.838566351947665
"R_56Ygh0liHjiic7P",-0.0401520057920282
"R_6fWvmnoxVsGuPhH",0.188880776810897
"R_ewTK5SUDQUMvoxv",1.05909873869644
"R_a5g6PEnwwIUsPtj",-0.638323753661784
"R_cAsbe4a0gcNuMvz",0.481012757567153
"R_3lqpU2bVoSSeXml",0.146337436069694
"R_dbQPGvhlSZNC5E1",1.05384266387123
"R_eYeR4aL3AyHHF3f",0.925327255358188
"R_1S9W9mbiO7u1pd3",1.00155948371686
"R_8krlq7LFf7nrsvr",-1.61079508063952
"R_5tEVfzXkSQHURWR",0.0438810623679905
"R_bmvyOFMIxMVU1Vz",-0.229042649067957
"R_9LxmPGYzhrDOL4h",2.14786450863465
"R_1yLQWbgXYAPgvwp",0.452606096378839
"R_4IuAzk0TEHLyp6J",-0.965752755173792
"R_8u26LHKF6PuHlPL",-1.67960070314978
"R_6G4KLL8b2tsGuYR",-1.62435195486398
"R_07Gx9wPJivPVgy1",-0.598159155480941
"R_56f4VsnyEywdZjv",-1.92535777597508
"R_cwOwUXoYl21rCWF",1.03334726268811
"R_bKlVj10i4Xqc8oR",0.814230031153349
"R_3xdeuXq3NofOh6J",1.03842012660373
"R_8DsQ1UKPPmfXVv7",-0.353502379519509
"R_3w1XlyzUBh6RjN3",0.103236841065736
"R_czOox2f82MySurj",0.270142717910825
"R_6fZfmGLCvjT3mAZ",0.910186109633857
"R_1QU5NP3tTqwAEXX",-0.480447636599236
"R_3QP3aaqSqoEbII5",0.153755001905653
"R_eKgQUwCvPrZImP3",0.277293609531148
"R_0DqTPWR2dhPEuep",-1.00613478333096
"R_4N1FGSn4F3zKeWx",1.09748348589793
"R_7WnK75EGXL4pwSp",-0.935381279618375
"R_0kU3ndkX4UcpeKN",0.653384746265232
"R_071v3RPqT1kBIQ5",-0.681883443026804
"R_3W5LPdXiHyF8CDH",0.504328907394869
"R_egHFRZEenZpsKPz",-1.72355913751985
"R_5hhOlD722zHKMwB",-0.0797164147217486
"R_2ldLewX3xgSkQnz",0.920450500954515
"R_eFEZ6OMxlAaJ12d",1.03932968461012
"R_2rDS7S8Fr23ATcN",0.449936030212829
"R_3PfKUyVfAdRus1n",-0.084436376657118
"R_e9SJKwAYSygh4Gh",0.00487185583802998
"R_4ZpGAwu83IF1P5X",0.578950903199069
"R_eWkg9Krm2G6jl6R",-0.326661325308251
"R_7OlYGFeIyvKiLyt",-0.418973751697289
"R_dmvmvpmqTRVECoJ",-0.301208846200236
"R_9G0Si5xaRT5fy5f",-0.397711809533671
"R_4O261Lr6R5bMojX",0.411902163082042
"R_6hBdNOrxBDCjDEh",0.81261716150731
"R_3aSoYy0ODyYBdMp",-0.861178610221738
"R_3waQfRlRe2SNgln",-0.701050953397653
"R_0p8Xq73emWBieUZ",0.802825357414808
"R_8GomZt4i1wDzCfP",-1.2308023943994
"R_exOV8yPAfIVYYO9",0.602133420170011
"R_0D0bF9FRIXrbQ33",0.497458786818934
"R_86Tomrh6eq6OnHL",-0.0661559600215292
"R_7VCCYIvS6nQ1Mih",0.722343221173157
"R_elnxGoH1hx6Jcy1",-0.354403316391135
"R_06QSMG4b6A60fwF",0.994633855423963
"R_6YGep9CqYW7047j",1.24654551112593
"R_3EQjxwBo2xCfXs9",-0.474861026929077
"R_3wtGKb5kcjBnF4N",-1.35672709124682
"R_8eVkcR6ymff7zO5",-0.618670945982417
"R_7PP4Wawtidj3hdz",-1.43458298855226
"R_3K32Z1p3rC6AqMZ",-0.012739017489704
"R_bPzCBbyYiwqH7h3",-1.54705906729142
"R_3Q1oRXEpwBKxLDv",-1.13975146551994
"R_0rKxcLJfZslB22p",0.600672390403179
"R_bPhCgOdoR5HYQEl",-0.990186302916396
"R_4U7Q5czCVqINYMZ",0.103937875517572
"R_a36GP8liVo1duUl",0.81025380754578
"R_5mRJYNtgRoWmYbX",1.0320776796181
"R_9TgiQFbtprAH1rL",-0.00497776161446652
"R_5mVPBMpTGePrOUl",1.84709146134484
"R_enAkx0uYRJ8xIGh",-1.07081279673011
"R_9ny9lNjeOGs99xH",0.520983395015996
"R_3xuzHO5smgOgWVL",-2.03948562037063
"R_57FTlobSXW7OW33",-0.0232958785177192
"R_dotGgWJOyJoaC5D",-0.18218246043745
"R_eg2LpWIEnmLCkVD",0.315186343279027
"R_bBDLFWTWRylsQnP",0.929554705859708
"R_bgd1Cf99IgB2cW9",0.926552237536937
"R_40imt8ezxj1sSzz",-0.178003361153822
"R_3CqL3A9JzCGNnBr",-0.163385926817357
"R_3Q4cpVB8TW4T3ZH",0.422316984092977
"R_4Jfz86mMyOxF1Fb",-0.128000242836183
"R_9NZxc5O01cyl1fD",-0.332709326829889
"R_1YzMMDXqgWsNPOB",0.260226395636303
"R_9AW3gmv5IyrlDtr",0.106520148324008
"R_0BZDV63PGwGuOr3",-0.437413707821965
