"id","finisheddate","party","elected","occupation","redevelop_con","republican","democrat","election_partisan","success","failure","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_3WtgMVq9VvITdZz","8/14/12 12:45",2,2,2,1,0,1,0,0,1,1,5,0
"R_2iur6zySYiDfxw9","8/6/12 12:05",1,,,,1,0,,,,,4,0
"R_8q7PNBaCPv228wR","8/6/12 12:58",,2,2,1,,,0,0,1,0,4,0
"R_8erSvKJmJN2bqYJ","7/25/12 12:42",,,,,,,,,,,5,0
"R_5nF1LqkG2fS2ZO5","8/22/12 21:47",1,3,2,0,1,0,1,1,0,0,4,0
"R_bILWujDnBRFQenH","7/25/12 10:56",2,3,1,1,0,1,1,1,0,1,4,0
"R_41uXuqJ4YlnweZT","7/26/12 13:44",2,3,1,1,0,1,1,0,1,1,4,0
"R_ezKXGEpxJnKooaV","8/14/12 19:56",2,3,2,1,0,1,1,0,1,1,4,0
"R_eMaUuFAD5XgCZ7L","8/16/12 12:17",,,,,,,,,,,4,0
"R_eDrXTszPcekNsJT","7/25/12 19:22",3,2,2,1,0,0,0,0,1,1,7,1
"R_77gvaXGxW7jRdK5","8/7/12 14:24",2,2,2,0,0,1,0,0,1,1,5,1
"R_bk2SGxWH1iDPKNn","7/25/12 10:57",3,2,2,1,0,0,0,1,0,1,5,0
"R_4O261Lr6R5bMojX","8/24/12 15:50",3,2,-99,0,0,0,0,0,1,1,4,0
"R_eYeR4aL3AyHHF3f","7/26/12 11:16",1,2,2,1,1,0,0,1,0,1,5,0
"R_2tqLsrQgDkeFXOB","8/14/12 10:45",3,2,2,1,0,0,0,0,1,1,4,0
"R_55Re3hDm0pqUv3f","7/25/12 11:13",2,3,2,1,0,1,1,0,1,0,,
"R_ewTK5SUDQUMvoxv","8/9/12 13:11",3,2,2,1,0,0,0,1,0,1,4,
"R_cXZeRCMbVE4mrWZ","7/25/12 11:02",3,2,2,1,0,0,0,0,1,0,4,0
"R_6A6LJHKKTz1NkMJ","8/6/12 18:25",2,,,,0,1,,,,,5,0
"R_bvzoVKUMgnPgNa5","8/9/12 23:33",2,2,2,1,0,1,0,1,0,1,5,0
"R_9owerTy6w54cVVj","8/14/12 15:11",3,2,2,0,0,0,0,1,0,0,7,1
"R_3EnF4cRfkM1cwCx","8/6/12 16:17",1,2,2,0,1,0,0,0,1,0,7,1
"R_aa4tfzvsQOPVHBX","7/25/12 17:23",2,3,2,1,0,1,1,1,0,0,5,0
"R_50jXTQjOIdjYcWp","7/25/12 12:32",2,3,2,1,0,1,1,1,0,1,5,0
"R_6x28R8oRcMLRVm5","8/10/12 10:37",,,,,,,,,,,4,0
"R_cHNA3UaxVqhXAfr","7/26/12 7:39",,,,,,,,,,,5,0
"R_2i7ZKP3aQuhH7sF","8/14/12 15:24",1,2,2,0,1,0,0,1,0,1,4,0
"R_a4BYCuUkfz7WGdT","8/14/12 18:13",2,2,2,1,0,1,0,0,1,0,5,0
"R_1Na5r21bXtPyY5v","8/2/12 16:37",5,2,2,0,0,0,0,1,0,1,5,0
"R_eg2LpWIEnmLCkVD","7/26/12 15:23",2,3,2,1,0,1,1,1,0,1,7,0
"R_bjDchQk8EhHEU7z","8/7/12 22:24",,,,,,,,,,,5,0
"R_aVuyOMloBa2y5Zr","7/25/12 9:28",2,3,2,1,0,1,1,1,0,0,4,0
"R_dinWRG6SlvpRc2h","8/14/12 15:40",3,3,2,0,0,0,1,1,0,0,4,
"R_5zNiyQgipCZbkvX","7/31/12 14:24",1,2,2,1,1,0,0,1,0,0,5,0
"R_0iwqkVTfYdyjCRL","8/6/12 9:31",3,2,2,1,0,0,0,0,1,1,5,0
"R_6yAhuGhVDdBQCgZ","7/25/12 9:42",2,2,2,1,0,1,0,0,1,1,4,0
"R_bpFsKT20nMz1X93","7/29/12 14:49",2,2,1,1,0,1,0,0,1,0,4,0
"R_eF0itqqmN2XM8Ml","7/25/12 18:57",5,2,2,1,0,0,0,0,1,0,,
"R_4VE1iKbTchTBLUh","7/25/12 19:36",2,2,2,1,0,1,0,1,0,1,5,0
"R_0V5QR6VzoGTOlU1","7/25/12 22:43",2,2,2,1,0,1,0,1,0,1,4,0
"R_cuxUBiVHOIQ2Ejr","7/25/12 12:06",,-99,-99,,,,,0,1,,4,0
"R_0JNZC6Z0IS7xT25","8/10/12 9:51",1,2,2,0,1,0,0,1,0,1,4,0
"R_bdS8oaWyXWt2qqh","7/25/12 11:12",2,2,2,1,0,1,0,1,0,1,4,0
"R_ebKYIhe4dIaZa1D","8/14/12 23:30",,,,,,,,,,,4,0
"R_0BU3gJePt41D9jL","8/6/12 9:21",1,2,2,1,1,0,0,1,0,1,4,0
"R_5jbcVtBUREqmOgJ","7/25/12 17:04",1,3,2,0,1,0,1,1,0,0,4,0
"R_bynsMj30p0e46wJ","8/9/12 16:17",1,3,2,0,1,0,1,1,0,0,4,0
"R_a3HqODj7GlV9Nzv","8/6/12 9:30",1,-99,1,1,1,0,,,,,4,0
"R_9AELNMDZVuqreBf","8/29/12 23:04",2,,,,0,1,,,,,4,0
"R_034EkVzG67bKq33","7/25/12 17:29",2,2,-99,1,0,1,0,0,1,,4,0
"R_0D0bF9FRIXrbQ33","7/25/12 9:33",3,2,2,1,0,0,0,1,0,1,4,0
"R_czHydF3wMuqPkqx","7/25/12 10:57",3,2,2,0,0,0,0,0,1,0,7,1
"R_7a2wgyp2xftzgDX","8/18/12 0:16",1,3,2,1,1,0,1,1,0,0,7,1
"R_0P8sKaZt82lz0iN","8/7/12 12:02",1,3,-99,0,1,0,1,0,1,0,7,1
"R_3OWfHcL23TEyZnL","7/25/12 16:58",2,3,2,1,0,1,1,0,1,1,4,0
"R_bqrATFdPGq8J2cZ","8/19/12 12:01",2,2,2,1,0,1,0,0,1,1,5,0
"R_dbaFHbwRRzS9B89","8/16/12 12:15",3,2,2,0,0,0,0,,,,4,0
"R_8tWXIIvLZt3eKqx","8/6/12 21:42",3,2,2,1,0,0,0,1,0,1,4,
"R_0Nj0LzV3GHqf8O1","7/25/12 21:56",,,,,,,,,,,6,0
"R_a3Ned8ZQcBFMIRf","8/14/12 10:44",1,2,2,1,1,0,0,0,1,0,4,0
"R_1ZfnKadFZWngJ3D","8/14/12 11:07",3,2,2,1,0,0,0,0,1,1,5,0
"R_eMcrriv9jb60IcJ","8/18/12 0:30",2,2,2,1,0,1,0,0,1,1,5,0
"R_8vRIZHgpzUrf6XH","8/16/12 21:48",2,2,2,1,0,1,0,0,1,1,4,
"R_eM117FypdPN7aHX","7/27/12 17:50",3,2,1,1,0,0,0,1,0,1,5,0
"R_abH7u08Mfu3ZLFj","7/25/12 18:41",2,3,2,1,0,1,1,,,,4,0
"R_5gpXNnfEiMflQqx","8/14/12 10:23",2,3,2,1,0,1,1,0,1,0,4,0
"R_9obWFaDt37fKUdv","8/6/12 23:16",1,2,2,1,1,0,0,0,1,1,5,0
"R_85QLPEwkMtfwVV3","8/7/12 8:57",2,,,,0,1,,,,,7,1
"R_3JLHumTeEPKwhOB","7/29/12 23:05",,2,2,0,,,0,0,1,1,4,0
"R_2tXxqR6vourcR4F","7/25/12 9:57",,-99,-99,,,,,0,1,,4,
"R_8Jqsci9mXQF9qp7","8/14/12 10:54",1,2,2,1,1,0,0,1,0,1,,
"R_9ERqQhfgzDbKlY9","7/25/12 9:57",5,2,2,1,0,0,0,0,1,1,5,0
"R_4GyxmKNsGL89qIt","8/6/12 17:06",,,,,,,,,,,4,0
"R_6sbTEJJ5XZKUBzT","7/25/12 13:35",1,2,2,1,1,0,0,1,0,1,4,0
"R_5mqLeHSfs4YqCuV","8/7/12 13:51",1,2,2,1,1,0,0,0,1,1,,
"R_4TthBVoZrvfQvR3","8/10/12 16:32",,,,,,,,,,,4,0
"R_3fSSmiNtSDzTJjv","7/27/12 0:43",1,2,2,1,1,0,0,0,1,0,,
"R_a4Pj0oZa009zqFT","7/26/12 10:36",3,3,2,1,0,0,1,0,1,1,4,0
"R_6FD343tQEXVPE7r","8/6/12 11:15",3,2,1,1,0,0,0,1,0,1,7,0
"R_85JQ2US49fIuZAF","8/6/12 12:02",3,2,1,1,0,0,0,0,1,1,5,0
"R_02gVG9j6Rq6TeO9","8/3/12 13:02",3,,,,0,0,,,,,,
"R_6opHaZe1Ekn6tud","7/25/12 14:00",1,2,2,1,1,0,0,,,,4,
"R_5pVFs3nAYOurlNb","7/25/12 21:25",,,,,,,,,,,5,0
"R_9NAIUKBYu8XKWup","8/8/12 14:07",,,,,,,,,,,4,0
"R_6yYsaE50IhdFt4N","7/25/12 12:14",2,2,2,1,0,1,0,0,1,1,4,0
"R_3xAjZPiy9E1Atql","7/25/12 16:05",3,2,2,1,0,0,0,1,0,1,4,0
"R_4T2QaXBjixFKuHz","8/6/12 20:24",1,2,2,1,1,0,0,1,0,0,4,0
"R_3aY2UUu3hsPyPsh","8/14/12 13:49",5,1,-99,,0,0,,1,0,,4,0
"R_bKkB3Lj2jA3W3CB","8/21/12 17:45",2,2,1,1,0,1,0,0,1,1,4,0
"R_eXnjbSGBaiJcezz","7/26/12 2:44",1,2,1,0,1,0,0,,,,5,0
"R_2mkucSVuew3BSf3","8/14/12 10:07",1,2,2,0,1,0,0,1,0,0,4,0
"R_1FvtPvaq8w3AJOB","8/15/12 6:51",,,,,,,,,,,7,1
"R_0P4wUFZIpv5oA6h","7/25/12 9:17",1,,,,1,0,,,,,5,0
"R_3t3qYAMjQgyYd0h","7/26/12 12:30",2,2,1,1,0,1,0,0,1,1,4,0
"R_5w1tloHedofMiJD","8/6/12 13:31",3,2,2,0,0,0,0,0,1,0,5,0
"R_1XPeHLlWor7wJ5b","8/6/12 9:53",2,3,1,1,0,1,1,0,1,1,4,0
"R_4O8ugRLv9kMbALH","8/2/12 17:45",1,2,2,1,1,0,0,0,1,0,5,0
"R_3e2BQzg9XFOlEMJ","7/26/12 11:45",,,,,,,,,,,4,0
"R_aWZhFGWJxT6O4y9","8/9/12 10:57",3,2,1,1,0,0,0,0,1,1,5,0
"R_egHFRZEenZpsKPz","7/31/12 19:00",1,2,1,1,1,0,0,1,0,0,5,0
"R_8AZaWib9mwujKJv","8/6/12 8:39",,,,,,,,,,,5,0
"R_5pb46GaR7KdFoYl","7/25/12 11:40",1,2,2,0,1,0,0,0,1,1,4,
"R_eqUCwsrIa5ZAp0h","7/26/12 6:57",,3,2,1,,,1,0,1,1,4,0
"R_4O2wvJWIE0qKRVP","8/11/12 19:13",,,,,,,,,,,,
"R_a9kIWlff9WjExBr","7/25/12 10:41",3,2,2,1,0,0,0,1,0,1,4,0
"R_80bSKt0tf1EoTlP","7/25/12 10:00",,-99,-99,,,,,1,0,,4,0
"R_5AsISTGD3SdCs1T","7/25/12 13:30",3,2,2,0,0,0,0,1,0,0,,
"R_dg0Nf8hKOFSivT7","7/31/12 19:33",2,3,2,1,0,1,1,0,1,1,4,0
"R_4JzBIBO9F9LmKCV","7/25/12 22:06",1,3,2,1,1,0,1,0,1,1,4,0
"R_4ORX30ijfY7hWuN","8/6/12 15:06",3,2,2,1,0,0,0,0,1,0,4,0
"R_6kRWuNqn1Nf86j3","7/31/12 19:18",2,2,2,1,0,1,0,,,,5,0
"R_3gCwO6XpeJWac0B","8/14/12 10:46",1,3,2,1,1,0,1,1,0,1,5,1
"R_2bqnLyO5kebSmc5","7/25/12 9:23",3,2,1,1,0,0,0,0,1,1,4,0
"R_5vxVANB2sTkX7i5","8/6/12 10:53",3,-99,1,0,0,0,,,,,,
"R_3wtGKb5kcjBnF4N","7/25/12 14:03",2,3,2,1,0,1,1,1,0,1,4,0
"R_41lgDG6KHk2X6yF","8/6/12 12:28",1,2,2,0,1,0,0,1,0,0,,
"R_eG9ESjI0TYepyh7","8/7/12 7:59",3,2,2,1,0,0,0,0,1,1,4,0
"R_a36GP8liVo1duUl","8/14/12 10:51",1,2,2,1,1,0,0,1,0,0,5,0
"R_2aX3DaQRvb5Lhcx","8/12/12 16:30",1,2,2,1,1,0,0,1,0,1,5,0
"R_3lqpU2bVoSSeXml","8/14/12 10:27",1,3,1,0,1,0,1,0,1,0,,
"R_9t3PGgyQpseViVn","7/25/12 18:51",2,3,2,0,0,1,1,0,1,0,7,1
"R_9MEfXCbuBFCAm1f","8/14/12 10:46",,,,,,,,,,,7,0
"R_2iAWB54CM6vAxXD","7/25/12 15:03",2,2,2,1,0,1,0,0,1,1,,
"R_3WTXDze2NE7kxLf","7/26/12 11:08",2,2,2,1,0,1,0,1,0,1,4,0
"R_eVWYBZ2aKWvI8NT","8/14/12 15:27",,,,,,,,,,,4,0
"R_3miEpZixnfcKLHL","7/26/12 8:12",1,2,2,0,1,0,0,0,1,1,4,0
"R_6JbXV2Q6ld5u3ch","8/14/12 10:50",1,3,1,0,1,0,1,1,0,0,4,0
"R_7PNUMYm1ixIGfXL","7/25/12 13:57",1,2,2,1,1,0,0,0,1,1,5,0
"R_9TTIwDAYexfMLPv","7/25/12 10:46",3,2,2,1,0,0,0,0,1,1,5,0
"R_ba2r91pjI6DFEz3","8/1/12 14:55",3,2,2,1,0,0,0,1,0,1,4,0
"R_elpi49OeIZx3mdL","7/26/12 10:33",3,2,2,1,0,0,0,0,1,0,5,0
"R_bOT95evsdRcKyvb","7/26/12 10:12",3,2,2,1,0,0,0,0,1,1,4,0
"R_2fOstrMUsUJHOrX","8/6/12 16:32",1,2,2,1,1,0,0,1,0,1,6,1
"R_aXFRk47PoSrhShD","7/25/12 9:53",3,2,2,1,0,0,0,0,1,1,4,0
"R_bJck8S96zsrlRRj","7/25/12 9:50",3,-99,2,1,0,0,,1,0,1,4,0
"R_2rtKTd5m0s410yh","8/14/12 10:56",1,,,,1,0,,,,,5,0
"R_eFOks9KhfirXhNb","8/6/12 11:06",2,3,2,1,0,1,1,0,1,1,5,0
"R_3XbfgloLQ3qU1cp","8/6/12 10:35",1,3,2,0,1,0,1,1,0,1,4,0
"R_bDeQfgDTFMFBuGV","7/25/12 11:54",2,3,2,1,0,1,1,1,0,1,5,0
"R_0obAQcceh1kkYGF","7/25/12 19:00",2,3,2,1,0,1,1,0,1,1,5,0
"R_cOs08klOL5TH7E1","7/25/12 11:54",,,,,,,,,,,4,0
"R_eyMWXSO2BCLrkS9","8/6/12 21:19",1,3,2,1,1,0,1,0,1,1,,
"R_er51BMZBX9lppVH","8/6/12 9:48",1,2,2,1,1,0,0,1,0,1,4,0
"R_0UtBEvvvE5UjUm9","7/25/12 12:41",1,2,2,1,1,0,0,1,0,1,,
"R_396mMyNwBDj73DL","8/1/12 13:16",,,,,,,,,,,5,0
"R_eFdxa0xjyPmadO5","8/15/12 15:06",1,,,,1,0,,,,,7,1
"R_eldLW4nOTLWZrFj","8/6/12 13:59",2,2,1,1,0,1,0,1,0,1,5,0
"R_9AW3gmv5IyrlDtr","7/25/12 9:21",1,2,2,1,1,0,0,0,1,1,5,0
"R_9Y0ld6MPlIP3AJT","8/14/12 17:48",2,2,2,1,0,1,0,1,0,1,5,0
"R_4HNMceXlnYIn3G5","7/25/12 13:46",1,2,2,1,1,0,0,1,0,1,5,0
"R_eKkYIUFwpnRtcgJ","8/14/12 14:13",1,2,2,1,1,0,0,1,0,0,5,0
"R_dmbKze9SMKQUPTD","8/6/12 10:04",1,2,2,1,1,0,0,0,1,0,5,0
"R_1RndRLYaJvavR0F","7/25/12 10:49",1,2,2,1,1,0,0,1,0,0,5,0
"R_aWpHEaluMxOW67b","7/25/12 12:16",1,2,2,1,1,0,0,1,0,1,4,0
"R_a97EtRl2U2QYNxz","7/25/12 10:37",3,1,1,1,0,0,,1,0,1,4,0
"R_4N2J7F4r9mf17Nz","7/25/12 9:02",,,,,,,,,,,4,0
"R_6L1XWhjV9vSDwHj","7/25/12 10:33",,,,,,,,,,,7,1
"R_0eLiOhiX7giHNlz","7/25/12 9:21",2,3,1,1,0,1,1,1,0,1,7,1
"R_1S9W9mbiO7u1pd3","7/25/12 18:42",3,2,2,1,0,0,0,1,0,1,4,0
"R_2azMRF6h0zeKFAp","7/27/12 14:02",3,2,2,1,0,0,0,0,1,0,4,0
"R_3aWASorz2A0hUxL","7/25/12 9:21",3,2,2,1,0,0,0,0,1,1,4,0
"R_e8NWMbUPIzled3n","8/14/12 10:02",,2,2,1,,,0,0,1,1,4,0
"R_8AMKhrfeLaI7N53","7/25/12 10:35",1,2,2,1,1,0,0,0,1,1,5,0
"R_bxxaIjgvRtSPDmJ","8/15/12 14:00",1,2,2,0,1,0,0,1,0,0,4,0
"R_8Jn4xjS0oVGJsTH","7/25/12 15:30",5,2,2,1,0,0,0,1,0,1,4,0
"R_e5mlTr6Spo9YFa5","7/25/12 11:12",,,,,,,,,,,5,0
"R_3EmvDsjLCZqHlt3","7/25/12 9:42",,,,,,,,,,,5,0
"R_db4POHINwDfQHL7","7/25/12 15:39",2,3,2,1,0,1,1,1,0,1,5,0
"R_7ZMDle0JF50zsTX","8/6/12 9:15",1,3,2,1,1,0,1,1,0,1,5,0
"R_9SMysab2dgrd0Hj","8/6/12 12:00",1,2,2,1,1,0,0,0,1,0,5,0
"R_9zbULtpn2WJ9vOB","8/6/12 15:06",3,2,2,1,0,0,0,0,1,1,5,0
"R_aYnVsBzMPUFn0qx","8/14/12 9:50",2,2,2,0,0,1,0,,,,5,0
"R_5sXsIxOIx8msIDz","8/14/12 10:43",2,2,2,1,0,1,0,1,0,,4,0
"R_6QJ4fSXpNiMxzVP","7/25/12 15:43",3,2,2,1,0,0,0,1,0,1,4,0
"R_egFl5zhFu6esMJv","7/25/12 23:41",2,3,2,1,0,1,1,1,0,1,5,0
"R_daIXqC4AYlbhHIF","8/9/12 11:23",2,3,2,1,0,1,1,0,1,1,5,0
"R_bwGfIEmqiHuXTFj","7/25/12 9:12",2,,,,0,1,,,,,4,0
"R_3WyXymilnXfKyJT","7/31/12 22:20",1,3,2,0,1,0,1,1,0,0,4,0
"R_8CzO0sQE4olC8Ad","8/6/12 11:45",3,2,2,1,0,0,0,0,1,1,,
"R_etHqsVsE3PM9bjD","8/28/12 22:29",,-99,-99,,,,,,,,4,0
"R_06VwCPQMbvrFgep","7/25/12 10:13",2,3,2,1,0,1,1,1,0,1,7,1
"R_ehpWJxfaNbuRdMp","7/25/12 10:16",,,,,,,,,,,,
"R_1M90yKjByE5xuu1","8/7/12 9:40",,,,,,,,,,,5,0
"R_3aVuGxdkJ6aL75b","8/14/12 21:46",5,2,2,1,0,0,0,1,0,1,5,0
"R_1Gnf4o7cWOldbb7","8/6/12 9:50",1,2,2,1,1,0,0,1,0,1,4,0
"R_8nQgcoJaL2lvYKp","7/30/12 9:31",1,2,2,1,1,0,0,0,1,1,5,0
"R_4Nj9gS0s9v077Ip","8/6/12 11:27",3,2,2,1,0,0,0,0,1,1,4,0
"R_0fuiH3X7dyY5xL7","8/14/12 14:24",3,2,1,1,0,0,0,0,1,1,5,0
"R_6fG7lP8JiL3opJH","8/14/12 10:20",,-99,-99,,,,,1,0,,5,0
"R_41JPAQJNo7fn8oZ","7/25/12 21:58",3,2,2,1,0,0,0,0,1,1,7,1
"R_afR93iPXzxwlFVr","8/14/12 16:23",3,2,2,1,0,0,0,1,0,1,5,0
"R_8ADFFK4ikopKqLr","7/25/12 15:17",5,2,2,1,0,0,0,1,0,0,4,0
"R_ezFnG6ol9D0xBDD","8/17/12 19:11",1,2,2,1,1,0,0,0,1,1,4,
"R_6FCKt5P76h3RP3n","7/25/12 21:31",,-99,-99,,,,,1,0,,4,0
"R_9AAETgBYpP0BFQh","7/26/12 11:29",2,-99,2,1,0,1,,1,0,1,5,0
"R_4Vj5gxTAUgPjc9f","7/25/12 15:35",3,2,2,1,0,0,0,0,1,1,4,0
"R_2c9rhcGZuq6peD3","8/6/12 11:08",1,2,2,1,1,0,0,0,1,1,4,0
"R_88QTmhlYtMyAHxr","8/6/12 10:10",1,2,2,1,1,0,0,1,0,1,4,0
"R_3K32Z1p3rC6AqMZ","8/6/12 12:43",1,2,2,0,1,0,0,0,1,0,4,0
"R_6XB1REP4grv7Yjz","8/12/12 22:09",2,3,2,1,0,1,1,1,0,0,4,0
"R_5zQjX9DamKox2jH","8/6/12 17:36",3,2,2,1,0,0,0,0,1,1,5,0
"R_41mJfu7YrpUlwoZ","8/6/12 9:33",1,2,2,1,1,0,0,1,0,0,4,0
"R_1AnL6ReQZDOH1Vb","7/25/12 9:49",3,2,2,1,0,0,0,1,0,1,5,0
"R_aadpH4PetzY461L","7/25/12 13:24",,-99,-99,,,,,0,1,,4,0
"R_29RXWNvwh02goAd","8/7/12 21:52",1,3,2,1,1,0,1,0,1,0,5,0
"R_8BNA7suaXWzk5k9","8/14/12 19:51",3,2,2,0,0,0,0,0,1,0,5,0
"R_0IFMPMzTMQgfux7","7/25/12 18:54",1,2,2,1,1,0,0,1,0,0,,
"R_easpQmbJfilhuAd","7/26/12 12:55",3,2,2,0,0,0,0,1,0,1,4,0
"R_88rI9jR0daUSHTT","8/14/12 9:57",,,,,,,,,,,4,0
"R_ehXEP1v1sx9SbiZ","8/6/12 16:37",3,2,2,1,0,0,0,0,1,0,5,0
"R_3OXTJiU3qpaTLqR","8/14/12 18:18",2,3,2,1,0,1,1,0,1,1,5,0
"R_efD1TG6Kg0oX31j","7/27/12 8:01",2,3,2,1,0,1,1,0,1,1,5,0
"R_etfCRMjMdZirVGd","8/11/12 11:25",2,2,2,1,0,1,0,1,0,1,5,0
"R_ehbmrb85P5gjFhX","7/25/12 10:36",,,,,,,,,,,5,0
"R_1Xg0IyNJLCCVQcR","8/6/12 11:29",2,3,2,1,0,1,1,1,0,1,4,0
"R_d0xpWG7XRmgsH0V","8/6/12 20:33",2,3,2,1,0,1,1,0,1,1,4,0
"R_3fSJ9TaM0QdHdMV","7/25/12 11:54",,,,,,,,,,,5,0
"R_a3OuqqZpjlDOV2B","8/15/12 11:08",1,2,2,1,1,0,0,0,1,1,4,0
"R_0vta8nmI3B7qU1D","7/25/12 14:14",2,3,2,1,0,1,1,1,0,0,7,1
"R_3dS1LOQofR1Ink1","8/8/12 13:55",3,3,1,1,0,0,1,1,0,1,4,0
"R_6qTjFR7AlarlVWd","7/25/12 18:08",,,,,,,,,,,4,0
"R_50SSrWM4PmyxWVT","8/6/12 12:13",1,2,2,1,1,0,0,1,0,0,4,0
"R_3WQzrYLBjGHZSCN","8/15/12 9:58",3,2,1,1,0,0,0,1,0,1,5,0
"R_dmvmvpmqTRVECoJ","7/25/12 14:59",3,2,2,1,0,0,0,1,0,1,4,0
"R_3PfKUyVfAdRus1n","8/14/12 11:28",3,1,1,1,0,0,,1,0,1,5,0
"R_79QjGQPX1WWi99z","8/6/12 9:11",,-99,-99,,,,,0,1,,,
"R_6nDXLWU8JmQxZdP","7/25/12 17:07",1,3,2,1,1,0,1,1,0,1,5,1
"R_byDFK7wm8sa76RL","7/30/12 14:17",3,2,2,0,0,0,0,0,1,0,4,0
"R_7WilFyBWkfzyudD","8/6/12 8:51",3,2,1,1,0,0,0,,,,5,0
"R_1KRItzpAeUvfPOB","8/6/12 13:36",2,2,2,1,0,1,0,1,0,1,4,0
"R_eJ5cV1aRvLKf7O5","8/6/12 12:37",3,2,2,1,0,0,0,,,,4,0
"R_7OlYGFeIyvKiLyt","8/2/12 15:51",3,2,2,1,0,0,0,1,0,1,4,0
"R_1C6AXK9zvY8wKFv","8/14/12 10:48",1,2,2,1,1,0,0,0,1,1,,
"R_4ZTGlqEKY7Nzijb","7/25/12 17:33",5,2,2,1,0,0,0,1,0,1,,
"R_0lCYFDwUrlcAJ2l","8/10/12 1:02",2,2,1,1,0,1,0,0,1,1,,
"R_3rNRyezmZpEkJhP","8/2/12 12:23",3,2,2,1,0,0,0,0,1,0,,
"R_3e2gUwj5dN1zJQx","8/10/12 16:47",1,3,-99,0,1,0,1,0,1,0,7,1
"R_9Ta2XBntf9vtg6F","8/23/12 15:53",1,2,2,1,1,0,0,1,0,1,5,0
"R_3pKmIjf1sggMOpL","8/7/12 18:40",,-99,1,,,,,0,1,,5,0
"R_8j0cBYbprtZnKPX","7/31/12 17:31",1,2,2,0,1,0,0,1,0,0,5,0
"R_6AxTx79UqQdjkz3","7/25/12 14:18",,,,,,,,,,,7,0
"R_7PWfrT66Nenm62N","7/25/12 20:25",3,3,2,0,0,0,1,0,1,,7,1
"R_5j0taIvGPiKQlgh","7/25/12 17:13",3,2,2,0,0,0,0,1,0,0,7,1
"R_ex6buB8Q5ieGV6t","8/14/12 5:56",2,3,1,1,0,1,1,0,1,1,4,0
"R_6YBkNKdQ0gdHh1b","7/25/12 17:35",3,2,2,1,0,0,0,1,0,1,4,
"R_bdS3j7bOnEjGkp7","7/29/12 8:04",,,,,,,,,,,4,0
"R_0DqTPWR2dhPEuep","7/25/12 23:27",3,2,2,1,0,0,0,1,0,1,4,0
"R_4N1FGSn4F3zKeWx","8/11/12 20:58",3,2,2,1,0,0,0,0,1,1,4,0
"R_7TE2ao6UZsYAnKB","8/6/12 13:08",1,3,1,1,1,0,1,0,1,0,4,0
"R_0NHCxNJMtmiyUYd","7/25/12 12:47",,,,,,,,,,,4,0
"R_6s4LjiMUmGgAG9f","7/26/12 14:15",1,2,2,0,1,0,0,0,1,0,7,1
"R_aXYSlt0zVH3LSkZ","7/25/12 10:25",1,3,2,0,1,0,1,1,0,1,5,0
"R_7NYAL2JPn8tXbaR","7/25/12 14:44",1,2,2,1,1,0,0,1,0,1,5,0
"R_2hgYdjKImeXn15j","7/30/12 22:44",3,-99,2,,0,0,,0,1,1,4,0
"R_8IxJdOdJqjA8iS9","8/16/12 17:23",,,,,,,,,,,7,1
"R_etVpfHdHfKpIWa1","7/25/12 14:41",5,2,2,1,0,0,0,0,1,0,5,0
"R_25GHKu3lqPpuoXr","8/15/12 9:05",3,2,2,0,0,0,0,0,1,1,7,1
"R_dojzKdbEO37LkQ5","8/6/12 18:45",2,2,2,1,0,1,0,1,0,1,7,
"R_8IaMd9cef76uje5","7/25/12 9:44",5,2,2,1,0,0,0,0,1,1,4,0
"R_73xrBbuX4bTWsfP","8/8/12 11:31",2,1,1,0,0,1,,0,1,0,7,0
"R_4Uy47tru7jF6PTD","7/25/12 18:52",,,,,,,,,,,7,1
"R_cMZeTjpvLv53IvX","8/6/12 10:46",3,2,2,1,0,0,0,1,0,0,4,
"R_etb3SJsJXy7QzaZ","7/25/12 18:38",3,2,2,1,0,0,0,1,0,1,5,0
"R_2mCuP9d9YXzCh2B","7/27/12 10:01",,-99,-99,,,,,0,1,,5,0
"R_3CuHhjbZlsbDw3j","8/8/12 18:34",2,3,2,1,0,1,1,0,1,0,4,0
"R_9Zv0KDYOFJdg2oZ","8/6/12 13:47",1,3,2,0,1,0,1,1,0,0,5,
"R_5AvROgaDEH0MeBT","7/25/12 15:41",1,2,2,1,1,0,0,0,1,1,4,0
"R_bpANbKBWEzYKe3z","7/25/12 11:23",,,,,,,,,,,4,0
"R_0TIC3sMgTPjMATj","7/25/12 11:10",1,2,2,1,1,0,0,0,1,0,5,0
"R_3dWpARlZ8mDk4qp","8/6/12 12:20",3,2,2,0,0,0,0,0,1,0,4,0
"R_eG033TaDPBE2sXX","8/7/12 16:08",1,3,2,1,1,0,1,,,,4,0
"R_a8EobD0Qyb8D0rj","8/14/12 9:52",1,2,2,0,1,0,0,0,1,1,5,0
"R_1MrXZD4GCsDCK0d","7/26/12 18:40",2,3,2,0,0,1,1,1,0,1,4,0
"R_bCIXAeUXb0TD3XT","8/6/12 17:55",,,,,,,,,,,,
"R_bK31jt0UPB8RSSx","7/25/12 9:19",3,1,1,0,0,0,,1,0,1,,
"R_eJSZX8jIBUt0zqt","7/25/12 9:50",3,1,2,0,0,0,,0,1,1,,
"R_9YPNeA25fKCsICx","7/25/12 10:44",2,2,2,1,0,1,0,0,1,,5,0
