"id","finisheddate","party","elected","occupation","foreclosure_problem","republican","democrat","election_partisan","treatment_republican","treatment_democrat","matched_party","diffussion_interested","formofgovernment","townmeetingbasedpolicy"
"R_4Mx3ZbVoTT2NKwl","8/8/12 11:24",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_9QTlAQJ9X118dk9","8/20/12 23:51",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_0ClRQp9cQUi9E6p","9/14/12 14:21",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_5aTpLveIVwi5QRD","8/15/12 11:34",3,2,2,0,0,0,0,0,1,,1,4,0
"R_9LTIxzRzjr4xx9X","8/15/12 12:59",,,,,,,,,,,,4,0
"R_9F8wFvA4KYujQZD","8/6/12 21:05",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_4T8fdg1KAdvflVb","8/6/12 13:01",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_6yeYz550WDMegzr","8/14/12 10:13",2,1,1,1,0,1,,1,0,0,0,5,0
"R_1G2GGau9ApURwCp","8/7/12 7:25",3,2,2,0,0,0,0,1,0,,1,7,1
"R_a8EflFi7DAEe78F","8/30/12 16:02",5,2,2,1,0,0,0,0,1,,,4,0
"R_bCUQAX85vXcjpiZ","8/6/12 10:31",3,2,2,1,0,0,0,0,1,,1,,
"R_dpeQ7c2DVTG50DX","8/6/12 11:11",2,3,2,0,0,1,1,1,0,0,1,4,0
"R_5njav7JSo6Wu8ZL","8/6/12 10:36",1,3,2,1,1,0,1,1,0,1,0,4,0
"R_d5canXHWvmyxNOd","8/6/12 9:01",1,3,2,1,1,0,1,0,1,0,1,4,0
"R_cRXhJwnGnyNQs6N","8/24/12 10:51",3,2,2,1,0,0,0,0,1,,1,,
"R_8vTCY2q5plfBWC1","8/7/12 9:30",3,2,2,1,0,0,0,0,1,,1,,
"R_9yOrVaVwVvM6fiZ","8/15/12 17:31",1,2,2,1,1,0,0,1,0,1,1,,
"R_9AW8GOv7mu5kiwd","8/24/12 11:03",1,2,2,1,1,0,0,0,1,0,1,,
"R_6rseIhR9kW4rKHX","8/18/12 11:06",1,2,2,1,1,0,0,1,0,1,1,,
"R_cMG4BCcYGN7Xboh","8/6/12 9:49",5,2,2,1,0,0,0,1,0,,1,5,0
"R_5cI1jIkpOl60Afj","8/14/12 11:03",3,3,2,1,0,0,1,1,0,,1,5,0
"R_3dw8F1iLFZsuOlT","8/6/12 15:06",5,2,2,1,0,0,0,1,0,,0,5,0
"R_entPZ1LYRF4pSn3","8/14/12 10:30",3,2,2,0,0,0,0,1,0,,0,4,0
"R_0IE7jDSwDeHHGx7","8/27/12 20:56",,,,,,,,,,,,7,0
"R_8IYC2lxu6DeVXCJ","8/14/12 10:53",3,2,2,0,0,0,0,0,1,,1,4,0
"R_6s1mxQvatohpmFT","8/14/12 10:02",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_3sotSa6SR0fZN41","8/24/12 22:39",5,2,2,1,0,0,0,0,1,,0,4,0
"R_1IcvnR9t4dipi29","8/7/12 16:46",3,2,2,1,0,0,0,0,1,,0,,
"R_2iym3nZ4nGry8El","8/7/12 13:52",1,2,2,1,1,0,0,0,1,0,0,5,0
"R_2iaVC0MjvSZMHeB","8/13/12 13:42",,,,,,,,,,,,7,1
"R_bl8kJ1DD6JNBpT7","8/24/12 20:28",3,2,2,1,0,0,0,1,0,,1,,
"R_8CwMstPSNGIiuCF","8/6/12 12:07",3,-99,2,0,0,0,,1,0,,1,7,1
"R_ekuABjNdoeTtD4F","8/6/12 11:09",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_7UmpplgDMUNIExT","8/14/12 14:01",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_9M51PQKP7mv6Bhj","8/6/12 9:21",,,,,,,,,,,,5,0
"R_71iHRX2ic6VJXb7","8/24/12 13:20",3,2,1,1,0,0,0,0,1,,1,5,0
"R_bd6LHb9ciThaqKp","8/24/12 12:05",1,2,2,0,1,0,0,1,0,1,0,5,0
"R_0UkXu0xVEFvrgKF","8/9/12 23:23",,,,,,,,,,,,5,0
"R_9mNFbeCuOlowjul","8/8/12 18:43",3,2,1,0,0,0,0,1,0,,1,5,0
"R_6l4i4XZgO73spzT","8/7/12 9:40",3,2,2,0,0,0,0,1,0,,0,4,0
"R_7QU5usLmOQmLFLn","8/6/12 14:02",1,2,2,1,1,0,0,0,1,0,0,4,0
"R_8v4alJG1eqopBZP","8/14/12 22:15",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_a49Z3uBvXDk1U2h","8/6/12 9:43",1,3,1,1,1,0,1,1,0,1,1,9,
"R_bf5TH6gdp68CqKF","8/14/12 12:19",2,3,2,0,0,1,1,1,0,0,1,5,0
"R_6Ebuts96EsD1AY5","8/6/12 13:18",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_88nldm4n8hwD4jP","8/15/12 8:47",,,,,,,,,,,,4,0
"R_dhACXrKe0kUFV9X","8/9/12 0:19",5,2,2,0,0,0,0,0,1,,0,5,0
"R_6fL2MINrmog0nQh","8/21/12 11:08",2,2,1,1,0,1,0,1,0,0,0,5,0
"R_9FVmUUSyKP7Ex0N","8/24/12 22:38",,,,,,,,,,,,4,0
"R_9TEGNDsx81VceC9","8/7/12 13:14",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_3rZtumf7wBjUNNj","8/6/12 11:59",3,2,2,,0,0,0,1,0,,0,4,0
"R_3yCE1iGY4xiuwHb","8/6/12 18:18",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_cSmNuMlQl4C1wTr","8/27/12 18:33",5,2,2,0,0,0,0,1,0,,0,5,0
"R_dbqRXWSUjxIvAt7","8/6/12 10:19",3,2,1,0,0,0,0,1,0,,0,4,0
"R_bHLeodAOnQc46JD","8/14/12 11:25",3,2,2,1,0,0,0,0,1,,0,7,0
"R_cU4bFPg3v1TI2Al","8/24/12 11:09",2,2,2,0,0,1,0,1,0,0,0,7,0
"R_enGiq6PyOBWqccZ","8/6/12 16:18",3,2,2,1,0,0,0,0,1,,0,4,0
"R_etfruAnX55f6VCd","8/14/12 10:11",1,1,1,1,1,0,,0,1,0,0,4,0
"R_6F0uHgxnI0wOx2l","8/27/12 15:00",1,-99,2,0,1,0,,1,0,1,0,4,0
"R_bdeh3vUXnpWLdLD","8/24/12 17:05",1,,,,1,0,,,,,,6,0
"R_5mMIcrY9QGU7F3v","8/15/12 12:18",3,2,2,0,0,0,0,0,1,,1,5,0
"R_0ufuufqiw7fCqfr","8/14/12 10:25",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_7UlQK4KHAU4EZPT","8/14/12 10:18",2,3,2,0,0,1,1,0,1,1,1,4,0
"R_a8zYQTVdkB1Ecpn","8/14/12 11:17",2,3,2,0,0,1,1,0,1,1,0,4,0
"R_6FLyqVErfWvlCK1","8/14/12 22:13",1,2,2,0,1,0,0,0,1,0,0,,
"R_enw1C4nUb0FbaN7","8/24/12 16:57",1,3,-99,0,1,0,1,1,0,1,0,7,1
"R_dhem9qSF1F20bS5","8/24/12 18:20",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_72PWZohKVuHsGNL","8/6/12 10:09",3,2,2,1,0,0,0,0,1,,1,4,0
"R_42Bynk77RMCLvg1","8/14/12 23:14",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_a43btuDkiXGMKxf","8/14/12 10:37",3,2,2,1,0,0,0,0,1,,1,4,0
"R_esnmHHJcbQtuzyt","8/6/12 16:53",1,3,2,0,1,0,1,1,0,1,1,4,0
"R_8FTwc2unyPas5r7","8/7/12 13:00",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_8ozZO5ur8dXzhhH","8/14/12 9:58",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_5AnRwjzLL5mBMmp","8/6/12 12:29",1,3,2,0,1,0,1,1,0,1,0,5,0
"R_6XY0A90cMCFnNOd","8/14/12 11:01",2,3,2,0,0,1,1,0,1,1,1,7,
"R_0OsL6ivsjPxkMmx","8/14/12 16:16",3,2,2,1,0,0,0,1,0,,1,4,0
"R_5t39y7CLgrrILo9","8/6/12 10:30",2,3,1,1,0,1,1,1,0,0,1,4,0
"R_3VsNHbJFQSrNQlT","8/14/12 16:38",3,2,2,1,0,0,0,1,0,,0,4,0
"R_72j93Gh2Oakywtf","8/6/12 12:02",1,2,2,0,1,0,0,0,1,0,1,5,0
"R_2u7RJeM5BNKgMSN","8/27/12 11:45",1,2,2,0,1,0,0,0,1,0,0,,
"R_5nymPTkEWzkhcsR","8/21/12 21:48",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_eVXAEvaJwxONmrH","8/14/12 19:35",1,-99,1,1,1,0,,,,,,7,0
"R_d9UygFZxtwAIuVv","8/20/12 15:46",2,2,2,0,0,1,0,0,1,1,0,,
"R_dj0rbUG4Vdi5SHH","8/17/12 12:31",2,2,1,1,0,1,0,1,0,0,0,5,0
"R_6lqgyx6t0Se31D7","8/6/12 12:06",3,2,2,0,0,0,0,1,0,,1,5,0
"R_ba1lOBFai14au0Z","8/29/12 19:38",3,2,2,0,0,0,0,1,0,,1,5,0
"R_cvjh9I8421kQU4J","9/10/12 7:02",3,-99,2,0,0,0,,1,0,,0,5,0
"R_06tEMHQsbRMur1H","8/14/12 18:05",2,2,1,0,0,1,0,1,0,0,0,5,0
"R_cYCRSq1RH2x2wTP","8/6/12 9:09",,,,,,,,,,,,5,0
"R_28ZrTLjU3guLbrD","8/24/12 11:51",3,-99,2,0,0,0,,0,1,,0,4,0
"R_7ZAwqUTD8KnJnIV","8/24/12 12:05",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_4UCWd9YmqDOYpjD","8/7/12 12:20",3,2,2,1,0,0,0,0,1,,0,5,0
"R_eL5tVBf8JxM55VH","8/26/12 21:29",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_0Cg19KNnYzWLBK5","8/6/12 9:10",2,2,1,1,0,1,0,,,,,5,0
"R_9TWxfchGtDbLugl","8/6/12 9:02",3,2,2,1,0,0,0,0,1,,1,5,0
"R_dgRjDg48W8zBkK9","8/6/12 9:25",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_3Ud2w48AjNnWEcZ","8/6/12 15:24",2,3,2,0,0,1,1,0,1,1,0,4,0
"R_1AL33HgiLurjFdz","8/14/12 22:45",1,3,2,1,1,0,1,0,1,0,0,7,1
"R_03d63X3E7NqcX9b","8/16/12 16:55",2,2,2,0,0,1,0,1,0,0,0,4,0
"R_3gj2mtToEAiVU5n","8/17/12 17:54",,,,,,,,,,,,4,0
"R_3Dw5Cj7m7HTN0rP","8/7/12 13:33",3,2,2,1,0,0,0,0,1,,1,4,0
"R_9vLRCCcLyhpR90p","8/6/12 12:20",3,2,1,1,0,0,0,1,0,,0,4,0
"R_8hQE1tEtYKm2fjv","8/6/12 10:24",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_b1kPCGVhxJ8Q6J7","8/14/12 19:37",2,2,2,1,0,1,0,1,0,0,0,,
"R_6DaJYgPdIGcmmdT","8/12/12 15:33",2,2,1,0,0,1,0,1,0,0,1,,
"R_b1U1Z9SkKeQ4wUl","8/25/12 12:41",2,2,2,0,0,1,0,1,0,0,0,,
"R_8p2YKtd6FoWdV2J","8/6/12 11:58",1,3,1,0,1,0,1,,,,,4,0
"R_5hSANbavjeJjwIB","8/6/12 15:08",1,-99,2,0,1,0,,1,0,1,1,4,0
"R_eWZo2UGYBuDtTpj","8/14/12 14:32",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_d5R9mPaWhjWBHsV","8/14/12 11:53",2,2,1,1,0,1,0,1,0,0,1,5,0
"R_cIlrnIAV46ZyH3v","8/24/12 17:21",,-99,-99,,,,,0,1,,,4,0
"R_bpaGH5EnmGTtrhP","8/6/12 19:37",,2,2,1,,,0,1,0,,1,5,0
"R_1WWRCMPooPIftUp","8/7/12 8:55",,-99,-99,,,,,,,,,5,0
"R_bphM6iEJSxOxKuh","8/7/12 9:16",2,3,2,1,0,1,1,1,0,0,0,7,1
"R_e8NpO1dwYDOYS7r","8/24/12 11:09",2,3,2,0,0,1,1,0,1,1,0,7,1
"R_8et8UVzOlG0ZmaF","8/17/12 14:27",2,3,2,0,0,1,1,0,1,1,0,4,0
"R_5nffsk693kIQMi9","8/14/12 11:44",1,3,2,1,1,0,1,1,0,1,0,,
"R_9ztpeAQSQfgW1Ux","8/10/12 17:39",3,2,2,0,0,0,0,1,0,,0,5,0
"R_3xZ6HFxtIKfvXXn","8/6/12 9:17",,,,,,,,,,,,4,0
"R_5cXT66eYOPDBv8N","8/15/12 22:17",5,2,2,0,0,0,0,0,1,,0,4,0
"R_6scl12W5HflAARf","8/7/12 10:17",3,2,2,0,0,0,0,1,0,,1,4,0
"R_cLVV7c6eb8tsSXP","8/14/12 16:32",2,2,2,1,0,1,0,1,0,0,0,5,0
"R_2iqXWd43WspiYU5","8/24/12 13:45",2,3,1,1,0,1,1,0,1,1,1,4,0
"R_ah5gsZEOFrY79D7","8/6/12 13:18",5,2,1,1,0,0,0,0,1,,,5,0
"R_6ybBjnZtmBZsfyZ","8/14/12 11:10",3,2,1,0,0,0,0,0,1,,1,4,0
"R_1QQ7KB4zrzlja9n","8/6/12 10:02",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_2nLAMRjhS5llIhL","8/14/12 10:29",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_4Mh39j7eS5hJuFn","8/7/12 13:55",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_5j8tqIUxAmt1NA1","8/8/12 13:42",2,2,1,1,0,1,0,,,,,5,0
"R_5yVSr53iojlTDdb","8/24/12 18:15",,,,,,,,,,,,4,0
"R_6KUmtQ7CMIqSU2V","8/12/12 22:40",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_6rECvGcX85v9ZY1","8/26/12 6:56",1,2,2,1,1,0,0,0,1,0,0,5,0
"R_cIO6uIJqz4NRqNn","8/20/12 13:35",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_0vqeeIvfVTngGr3","8/6/12 10:11",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_1HQhsjx7Cg53Vc1","8/25/12 22:55",1,2,2,1,1,0,0,0,1,0,1,5,0
"R_6V8oRbIaAvoUub3","8/25/12 4:22",,-99,-99,,,,,0,1,,,7,1
"R_cY11xaEE5MoauFL","8/6/12 9:43",,,,,,,,,,,,4,0
"R_8ram0T9dsnUi2uF","8/18/12 21:25",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_3w4PkuDsHYVgtKt","8/14/12 20:31",3,2,2,,0,0,0,0,1,,0,,
"R_4O9HB4sNi7le9bT","9/5/12 18:22",5,2,2,1,0,0,0,0,1,,1,5,0
"R_6EFeeBiLXSFXN09","8/8/12 20:32",,2,2,0,,,0,1,0,,0,,
"R_3gR65mVLDQue4UR","8/7/12 2:10",3,2,1,0,0,0,0,1,0,,1,4,0
"R_860JEiIQsqnRxB3","8/6/12 11:12",3,2,2,1,0,0,0,0,1,,0,4,0
"R_3OFRbKCvhNS4zeR","8/6/12 11:32",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_3f8a9byfjc1jRFb","8/14/12 16:15",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_26uMZ6csAu5PFyJ","8/26/12 9:32",1,2,2,1,1,0,0,1,0,1,1,5,0
"R_9BjBtKmOh3ZLfPT","8/14/12 10:09",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_1TympU8jFtOrDx3","8/14/12 15:02",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_9AEZ4gLYKLWwbYh","8/6/12 9:34",,-99,-99,,,,,0,1,,,4,0
"R_bCyzQwkcfc34V3n","8/16/12 11:39",,,,,,,,,,,,7,0
"R_8j1YGtRBECQTMRD","8/6/12 21:22",1,3,1,1,1,0,1,0,1,0,1,7,1
"R_55XjWQLv3fBmZ4p","8/24/12 10:43",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_bDf1AyaxNjdhJYx","8/6/12 9:14",1,3,2,0,1,0,1,1,0,1,0,4,0
"R_5nd6mAHfatupotD","8/6/12 9:55",1,-99,2,0,1,0,,0,1,0,0,5,0
"R_0HTz1KsCkgiZ6jr","8/6/12 11:43",2,2,2,0,0,1,0,1,0,0,0,5,0
"R_9KnUnaaW3uCxZ2Z","8/24/12 17:45",,-99,-99,,,,,0,1,,,5,0
"R_86UWAD7Xh4UKASh","8/26/12 21:54",1,3,1,0,1,0,1,1,0,1,0,4,0
"R_43oiTu2YHdOarM9","8/14/12 10:02",1,3,2,0,1,0,1,,,,,,
"R_cYAzB5osgDn3Fc1","9/10/12 21:04",3,2,2,1,0,0,0,0,1,,0,,
"R_5o5KJUyoLulBieN","8/18/12 17:53",1,2,2,0,1,0,0,0,1,0,0,,
"R_0D62KYfMunsHlUp","8/14/12 11:25",2,2,2,1,0,1,0,1,0,0,1,5,0
"R_54GsgSUbjKEVRRz","8/7/12 11:18",,2,2,0,,,0,1,0,,0,5,0
"R_1Xtkh5dsQz7UupL","8/25/12 11:09",,-99,-99,,,,,1,0,,,5,0
"R_cxb1h3Nq3sPBEO1","8/24/12 14:22",,,,,,,,,,,,5,0
"R_czLoOJserp2dWIt","8/6/12 17:37",1,,,,1,0,,,,,,5,0
"R_5urL8eIeCxtdkJ7","8/7/12 13:08",1,2,2,0,1,0,0,1,0,1,1,,
"R_0VVgCmzmws9ZxOZ","8/16/12 14:28",2,2,2,0,0,1,0,0,1,1,0,,
"R_bw17ZBILQXPPpZz","8/6/12 11:46",2,2,2,0,0,1,0,1,0,0,1,5,0
"R_735wAZa0mPXfP3D","8/8/12 14:34",2,2,1,1,0,1,0,0,1,1,1,5,0
"R_0P2M2BYZAkknVeR","8/15/12 9:40",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_bHEYE1AYzJSgUFT","8/6/12 9:18",3,2,2,1,0,0,0,1,0,,1,4,0
"R_d5nFwV5yqyuCpjn","8/24/12 11:06",3,2,1,1,0,0,0,0,1,,0,4,0
"R_5tJyb7HOIevbDLL","8/6/12 12:33",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_0xEumIiuMfnXoAR","8/25/12 20:20",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_7WDEY6OjHSDAvbf","8/16/12 9:39",2,3,2,1,0,1,1,1,0,0,1,8,
"R_ePRRhirRqwHaGB7","8/15/12 18:51",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_dmxtjJn1R2QqOSV","8/11/12 15:01",3,2,2,0,0,0,0,0,1,,0,4,0
"R_6WmZYse4i4JobMF","8/6/12 10:51",,,,,,,,,,,,4,0
"R_di2j7lz400KEKQl","9/4/12 14:40",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_eRvznWd70RjixRH","8/15/12 2:54",2,2,2,1,0,1,0,1,0,0,1,4,0
"R_b7t1D3kqHPCWlfv","8/22/12 21:17",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_8vQ5Tm2AhPURtMV","8/14/12 19:50",2,2,1,0,0,1,0,0,1,1,0,5,0
"R_6WorGNhHu54CB49","8/9/12 17:17",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_e3rbRTlw8GDl8CF","8/12/12 13:35",5,2,2,,0,0,0,1,0,,1,4,0
"R_8pSvsscr97ieXmR","8/6/12 17:03",3,2,1,1,0,0,0,1,0,,1,4,0
"R_eOQPbPl6myceFs9","8/14/12 15:51",3,2,2,0,0,0,0,1,0,,1,4,0
"R_3eJ3YZeLgFDn2Zv","8/16/12 12:44",1,,,,1,0,,,,,,4,0
"R_cI0LzkX3c6zKj9b","8/6/12 22:51",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_73NmackjKAkoa7H","8/14/12 11:31",1,2,2,0,1,0,0,1,0,1,1,,
"R_0MPQCSXJPoz3Y33","8/6/12 13:00",,,,,,,,,,,,4,0
"R_28Zze1ITsHZXFhH","8/25/12 6:59",1,2,2,0,1,0,0,0,1,0,1,4,0
"R_1ZaQCLiMJpxlhGd","8/6/12 18:10",3,2,2,0,0,0,0,1,0,,0,4,0
"R_dpeEJukyurp8LfT","8/14/12 23:59",2,2,2,1,0,1,0,0,1,1,1,4,0
"R_abBIhOgbSRAd1jL","8/6/12 11:27",3,2,1,0,0,0,0,0,1,,0,4,0
"R_3wmKXxs2dPHNPSt","8/26/12 10:54",,,,,,,,,,,,7,0
"R_5bZNdfdU1CFKUex","8/6/12 23:17",3,2,2,0,0,0,0,0,1,,0,4,0
"R_7OR9PVwuowwS3Qh","8/6/12 10:20",3,2,2,0,0,0,0,1,0,,1,5,0
"R_8crlm00GROQjZCR","8/6/12 18:41",,,,,,,,,,,,4,0
"R_7a1SfCJYZ60zJ3L","8/14/12 18:15",1,2,1,0,1,0,0,0,1,0,0,4,0
"R_6XtxPyT7plb2bgV","8/14/12 11:06",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_5BzaKPYlX2Bj6G9","8/6/12 9:07",2,2,2,0,0,1,0,0,1,1,0,5,0
"R_4HCMIciDeNmoGMZ","8/24/12 11:33",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_e546KiGHLhrgrOJ","8/6/12 12:17",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_1ERzJKkrrMCSIe1","8/14/12 14:14",2,2,2,0,0,1,0,0,1,1,1,4,0
"R_3sVMlctd2l7uUhD","8/16/12 12:01",2,3,1,0,0,1,1,1,0,0,0,5,0
"R_bJBil0nLtJ28nzL","8/6/12 16:02",2,,,,0,1,,,,,,4,0
"R_9TWZZZblKZpgP3f","8/7/12 21:45",1,3,2,0,1,0,1,1,0,1,1,7,1
"R_dhbKtMUDSVVAOEZ","8/14/12 10:22",1,2,2,0,1,0,0,1,0,1,1,5,0
"R_1Oc7JlR5hcUXC29","8/26/12 21:10",1,2,2,0,1,0,0,0,1,0,,4,0
"R_54qwLppYVQLzzoh","8/21/12 12:13",1,2,1,1,1,0,0,0,1,0,1,4,0
"R_5h8SiqYlzK14sBL","8/14/12 9:55",3,2,2,0,0,0,0,0,1,,0,4,0
"R_bHhnF4BvSC27u1D","8/6/12 14:45",2,3,2,1,0,1,1,1,0,0,1,4,0
"R_ePwKQs2CSMjhhzv","8/9/12 14:46",1,3,1,1,1,0,1,1,0,1,0,7,1
"R_elXa91ByjKUPacd","8/6/12 9:25",1,3,1,1,1,0,1,1,0,1,0,7,1
"R_cumVw2mOMwPP1uB","8/15/12 7:08",2,3,1,1,0,1,1,1,0,0,1,7,0
"R_3UHjgS9JqLcIt0h","8/18/12 2:46",1,2,2,0,1,0,0,1,0,1,0,,
"R_2icLRPXWkSN2hqR","8/6/12 10:32",3,2,2,0,0,0,0,0,1,,1,7,1
"R_9nxfzPcd8FxVZqt","8/14/12 9:52",3,2,2,1,0,0,0,0,1,,1,4,0
"R_8AZCD6KV5yYxH0x","8/6/12 9:09",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_4SBegCFMof5iuMd","8/6/12 8:59",5,2,2,0,0,0,0,1,0,,1,5,0
"R_e4pwTfvU1SAEJfL","8/25/12 14:58",3,2,2,1,0,0,0,0,1,,1,5,0
"R_0NyAoPvJe4g0wJv","8/12/12 11:52",2,2,2,1,0,1,0,0,1,1,1,5,0
"R_dbt34FzZ3PZqo3b","8/6/12 11:21",1,,,,1,0,,,,,,7,1
"R_86Sdjk4y9Gd0Qux","8/6/12 9:15",3,2,2,1,0,0,0,1,0,,0,7,1
"R_8BcHE0u6jLseab3","8/17/12 14:57",3,2,2,1,0,0,0,0,1,,0,7,1
"R_8nQkjrcGtzaXpZP","8/6/12 16:27",3,2,2,0,0,0,0,0,1,,0,,
"R_eKbPfqv7HCBgTo9","8/14/12 11:10",,-99,-99,,,,,0,1,,,,
"R_0NEf2ove7rCAzk1","8/6/12 9:08",1,2,1,1,1,0,0,0,1,0,0,,
"R_0B1zXDuELHp1L1z","8/6/12 8:49",1,2,2,1,1,0,0,0,1,0,0,,
"R_5gLJlPO35I0v7HT","8/14/12 10:12",2,2,2,0,0,1,0,0,1,1,1,,
"R_1Tv6kvCyX8LkTS5","8/6/12 15:58",3,2,2,0,0,0,0,0,1,,1,,
"R_7WHk7ZxzsutaJFz","8/6/12 10:08",,-99,-99,,,,,0,1,,,,
"R_cvIc9q215vpuOnH","8/14/12 14:28",3,2,2,1,0,0,0,0,1,,1,,
"R_cOp5ltXpwnUiiG1","8/6/12 12:45",,,,,,,,,,,,5,0
"R_0Uj520dIWTNgLNX","8/27/12 17:02",3,2,2,0,0,0,0,1,0,,0,4,0
"R_ba5EJjgwL8m5W8R","8/14/12 12:23",3,2,2,1,0,0,0,0,1,,0,5,0
"R_3UDt386S2HVil2l","8/21/12 12:09",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_a4rUtoUYwLSgyix","8/16/12 9:48",1,2,2,1,1,0,0,1,0,1,0,4,0
"R_3dQyUd3M7uY8Wvr","8/6/12 13:05",2,2,2,1,0,1,0,0,1,1,1,,
"R_b4ukyc58qVBSVO5","8/20/12 12:32",1,2,2,0,1,0,0,1,0,1,0,4,0
"R_cSVdyd4oPLsFMkl","8/15/12 22:20",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_3efvcbuWO0ilVK5","8/7/12 14:20",1,2,2,0,1,0,0,0,1,0,0,5,0
"R_6EuLya42zuMDEvr","8/15/12 10:35",1,2,2,1,1,0,0,1,0,1,1,4,0
"R_07ABz3UAIJOKSWh","8/14/12 19:04",1,2,1,1,1,0,0,1,0,1,1,5,0
"R_4Jh8X2WpXSzekTz","8/24/12 15:48",3,2,2,1,0,0,0,1,0,,0,4,0
"R_0HTWecuKcgoQbJj","9/6/12 18:03",1,2,2,0,1,0,0,0,1,0,0,4,0
"R_55aLU0COjAe1T0h","8/14/12 19:28",,,,,,,,,,,,4,0
"R_b71G4gPIWbLIi0d","8/7/12 15:01",2,2,2,,0,1,0,1,0,0,0,4,0
"R_3atzG2cd8RwTdM9","9/12/12 15:17",2,2,2,1,0,1,0,1,0,0,0,4,0
"R_2nsEjzrri0RTdC5","8/19/12 19:00",1,2,2,1,1,0,0,0,1,0,1,4,0
"R_danMGWZbw72mWNL","8/26/12 18:43",2,3,2,0,0,1,1,1,0,0,0,4,0
"R_5hzmyzXGz7LFKYZ","8/7/12 16:59",2,3,2,1,0,1,1,0,1,1,1,4,0
"R_8ijJg6AANBBZsiN","8/14/12 9:47",1,2,2,1,1,0,0,0,1,0,,4,0
"R_71eDU9Eaj3reqZT","8/15/12 14:08",3,2,2,0,0,0,0,0,1,,1,5,0
"R_2lyC83onDrKktuJ","8/14/12 15:28",3,2,1,1,0,0,0,1,0,,1,4,0
"R_aWZdnKBqlkddUoJ","8/6/12 11:18",3,3,2,1,0,0,1,0,1,,0,7,1
"R_bISFPTnqbhCoPsN","8/6/12 13:01",3,2,2,1,0,0,0,,,,,7,1
"R_bsimRWBY528FYfX","8/24/12 15:09",2,3,2,0,0,1,1,0,1,1,0,4,0
"R_a5IGB21zclxhZQh","8/6/12 10:35",3,2,2,1,0,0,0,1,0,,1,4,0
"R_escz8MiyXCeBQPz","8/24/12 12:23",1,3,2,0,1,0,1,1,0,1,0,5,1
"R_bOWbZkqkmIioFVP","8/17/12 11:10",1,3,2,0,1,0,1,0,1,0,0,5,1
"R_bPWMkq4KEmy3nmd","8/14/12 12:01",1,3,1,0,1,0,1,1,0,1,1,7,1
"R_6stPoVWpTYlOPQx","8/14/12 10:17",1,2,2,0,1,0,0,1,0,1,1,4,0
"R_3ReGLsQxRETqQV7","8/24/12 18:08",1,2,2,1,1,0,0,1,0,1,0,5,0
"R_8wdY4jdftN7ivVX","8/9/12 11:00",1,2,2,1,1,0,0,0,1,0,0,4,0
