"month2","date2","year2","month1","date1","year1","group","famdiff","nycdirec","priority","votch1","othvotch1","votchst1","prompt","watchdpr","watchjlpr","party","partyoth","mob","yob","grade","race","raceoth","bestdate","besttime","gender","watchdps1","watchjlps","balance","watchdps2","watchdchk","informative","effective","won1","won2","ferrop","bloomop","knowledge","bloomsc","ferrsc","terror","housing","group2","vote","votch2","othvotch2","dosi","dofi","watch","age","coll","white","black","female","watchdps","modrace","modgen","modracgen","won","boroname","notperf","votem2005","votem2001","votem1997"
11,3,2005,10,28,2005,1,1,1,8,2,,1,1,1,,2,,4,1963,4,3,,1101,2030,2,2,,,,,,,1,,2,3,1,95,80,1,1,1,1,2,,11/3/2005,10/28/2005,1,42.6054801940918,1,0,0,1,0,,,,1,"QUEENS",0,0,1,0
11,1,2005,10,28,2005,3,2,2,1,4,"ANTHONY WEINER",1,,,3,1,,8,1972,5,1,,1101,2100,2,,2,,2,,,,3,,1,2,3,0,50,3,2,2,,,,11/1/2005,10/28/2005,0,33.263011932373,1,1,0,1,0,,,,3,"QUEENS",0,1,1,0
11,3,2005,10,30,2005,3,3,1,1,2,,2,,,2,1,,3,1976,5,1,,1103,1200,2,,2,,2,,,,1,,2,3,1,80,20,1,1,2,,,,11/3/2005,10/30/2005,0,29.6849308013916,1,1,0,1,0,,,,1,"QUEENS",0,0,0,0
11,2,2005,10,29,2005,4,1,1,8,,,,,,2,1,,5,1963,3,1,,1102,1900,1,,2,,1,1,2,1,1,,3,3,1,90,50,1,1,1,1,2,,11/2/2005,10/29/2005,0,42.5260276794434,0,1,0,0,1,1,1,1,1,"QUEENS",1,1,1,1
11,3,2005,10,30,2005,2,1,2,6,,,,4,2,,1,,2,1951,5,9,,1103,1530,2,2,,,,,,,3,,3,3,3,90,40,3,2,2,,,,11/3/2005,10/30/2005,1,54.7808227539062,1,,,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,2,1,3,2,,,,4,2,,6,,1,,4,9,,1101,2000,2,2,,,,,,,3,,4,4,3,90,89,3,2,1,1,6,,11/2/2005,10/28/2005,1,,1,,,1,0,,,,3,"QUEENS",1,1,1,0
11,2,2005,10,31,2005,1,1,1,4,2,,1,1,1,,1,,8,1960,5,1,,1102,1100,1,1,,,,1,1,1,1,,2,3,3,85,60,1,3,2,,,,11/2/2005,10/31/2005,1,45.2794532775879,1,1,0,0,1,1,1,1,1,"QUEENS",0,1,1,0
11,2,2005,10,29,2005,1,1,1,3,2,,2,5,1,,2,,12,1942,3,1,,1102,1400,1,2,,,,,,,3,,3,3,1,75,50,1,1,2,,,,11/2/2005,10/29/2005,1,62.953426361084,0,1,0,0,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,31,2005,2,2,1,4,,,,6,1,,6,,6,1955,5,4,,1101,2100,2,2,,,,,,,3,,3,1,1,85,70,1,1,2,,,,11/2/2005,10/31/2005,1,50.4520530700684,1,0,0,1,0,,,,3,"QUEENS",0,1,1,0
11,3,2005,10,30,2005,4,3,3,1,,,,,,2,1,,9,1979,4,2,,1103,1900,2,,2,,2,,,,1,,3,3,1,45,40,1,3,2,,,,11/3/2005,10/30/2005,0,26.1808223724365,1,0,1,1,0,,,,1,"QUEENS",0,1,1,0
11,2,2005,10,28,2005,2,3,1,5,,,,1,1,,2,,6,1937,5,1,,1104,1130,1,1,,,,13,3,1,1,,3,3,1,90,0,1,1,2,,,,11/2/2005,10/28/2005,1,68.4547958374023,1,1,0,0,1,0,0,0,1,"QUEENS",0,1,1,0
11,1,2005,10,28,2005,4,1,1,9,,,,,,3,9,,1,1931,2,1,,1101,2000,2,,2,,2,,,,1,,3,3,1,90,50,1,2,1,1,2,,11/1/2005,10/28/2005,0,74.8739700317383,0,1,0,1,0,,,,1,"QUEENS",0,1,1,0
11,2,2005,10,28,2005,1,2,1,3,2,,1,3,1,,2,,5,1984,3,1,,1102,1800,2,1,,,,13,2,1,1,,2,1,1,85,65,1,1,1,1,2,,11/2/2005,10/28/2005,1,21.5068492889404,0,1,0,1,1,0,0,0,1,"QUEENS",0,1,0,0
11,2,2005,10,29,2005,3,1,2,10,6,,,,,3,2,,6,1930,2,1,,1102,1930,2,,2,,2,,,,1,,3,2,3,75,40,1,2,2,,,,11/2/2005,10/29/2005,0,75.4630126953125,0,1,0,1,0,,,,1,"QUEENS",1,0,0,0
11,1,2005,10,29,2005,2,2,1,2,,,,6,1,,2,,2,1984,2,6,"male refuse",1101,2000,1,2,,,,,,,1,,3,1,1,80,50,1,2,1,1,2,,11/1/2005,10/29/2005,1,21.7561645507812,0,0,0,0,0,,,,1,"QUEENS",0,1,0,0
11,2,2005,10,28,2005,4,1,2,1,,,,,,1,1,,3,1985,2,3,,1104,1000,2,,2,,1,2,1,2,2,,3,2,2,20,50,2,2,1,1,1,,11/2/2005,10/28/2005,0,20.6739730834961,0,0,0,1,1,1,0,0,2,"QUEENS",0,1,0,0
11,2,2005,10,31,2005,1,2,1,1,2,,1,1,1,,6,,4,1951,2,1,,1102,1800,1,1,,,,5,2,1,1,,3,3,1,75,50,1,2,1,1,2,,11/2/2005,10/31/2005,1,54.6219177246094,0,1,0,0,1,0,1,0,1,"QUEENS",0,1,0,0
11,1,2005,10,29,2005,4,3,1,5,,,,,,1,1,,12,1918,3,1,,1101,2000,2,,1,2,2,,,,,1,3,3,1,60,48,3,2,1,1,1,,11/1/2005,10/29/2005,0,86.9698638916016,0,1,0,1,0,,,,1,"QUEENS",0,1,1,0
11,1,2005,10,31,2005,3,2,1,8,2,,1,,,1,1,,6,1923,5,1,,1101,2030,1,,2,,1,1,2,1,1,,2,3,1,75,50,1,2,2,,,,11/1/2005,10/31/2005,0,82.4739761352539,1,1,0,0,1,1,1,1,1,"QUEENS",0,1,1,1
11,3,2005,10,30,2005,3,1,1,4,2,,2,,,1,1,,11,1921,2,1,,1101,2000,2,,1,2,2,,,,,1,3,3,1,75,,1,1,1,1,6,,11/3/2005,10/30/2005,0,84.0520553588867,0,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,3,2005,10,30,2005,3,2,3,2,2,,2,,,3,1,,7,,5,9,,1103,2100,2,,1,1,2,,,,,3,1,3,1,78,65,1,3,2,,,,11/3/2005,10/30/2005,0,,1,,,1,0,,,,3,"QUEENS",1,1,1,1
11,1,2005,10,28,2005,3,2,2,4,6,,,,,3,6,,9,1917,3,1,,1101,2030,1,,2,,2,,,,2,,1,3,2,40,50,3,2,2,,,,11/1/2005,10/28/2005,0,88.216438293457,0,1,0,0,0,,,,2,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,3,4,3,10,2,,1,,,2,1,,2,1929,2,2,,1101,2000,2,,2,,2,,,,3,,4,3,3,80,50,3,1,2,,,,11/2/2005,10/28/2005,0,76.7890396118164,0,0,1,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,4,3,1,5,,,,,,1,1,,1,1929,4,1,,1102,1000,2,,1,1,2,,,,,1,3,3,2,45,60,2,2,2,,,,11/2/2005,10/29/2005,0,76.876708984375,1,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,3,2,1,5,4,"seth cane",2,,,1,1,,6,1932,3,1,,1103,1730,2,,1,1,2,,,,,1,3,3,1,90,0,1,2,2,,,,11/2/2005,10/28/2005,0,73.4575347900391,0,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,2,3,2,6,,,,6,2,,1,,2,1945,4,1,,1102,1930,2,1,,,,1,2,1,1,,2,2,3,10,10,1,2,2,,,,11/2/2005,10/29/2005,1,60.7808227539062,1,1,0,1,1,1,1,1,1,"QUEENS",0,1,1,1
11,2,2005,10,30,2005,4,1,1,1,,,,,,1,1,,9,1933,4,2,,1101,2100,1,,2,,1,1,1,1,1,,3,1,1,90,70,1,1,1,1,6,,11/2/2005,10/30/2005,0,72.2109603881836,1,0,1,0,1,1,1,1,1,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,4,3,1,6,,,,,,1,1,,9,1929,1,2,,1101,2000,1,,1,3,2,,,,,3,3,1,1,90,85,1,1,1,1,2,,11/2/2005,10/28/2005,0,76.2082214355469,0,0,1,0,0,,,,3,"QUEENS",0,1,1,1
11,1,2005,10,28,2005,4,3,2,10,,,,,,3,1,,9,1935,1,2,,1101,2000,2,,2,,2,,,,3,,4,4,3,99,99,3,3,1,3,3,,11/1/2005,10/28/2005,0,70.2054824829102,0,0,1,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,4,2,2,3,,,,,,1,1,,11,1922,3,2,,1103,1900,2,,1,1,2,,,,,3,3,3,2,50,75,1,2,2,,,,11/2/2005,10/29/2005,0,83.04931640625,0,0,1,1,0,,,,3,"QUEENS",0,1,1,1
11,3,2005,10,28,2005,1,2,1,5,2,,1,4,1,,2,,8,1936,3,1,,1102,1900,1,1,,,,1,2,4,3,,1,3,1,75,45,1,2,1,1,2,,11/3/2005,10/28/2005,1,69.2876739501953,0,1,0,0,1,1,1,1,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,2,3,1,7,,,,5,1,,1,,2,1923,3,2,,1102,1800,2,2,,,,,,,1,,3,3,1,80,50,1,1,1,1,2,,11/2/2005,10/28/2005,1,82.7945175170898,0,0,1,1,0,,,,1,"QUEENS",0,0,1,1
11,1,2005,10,29,2005,1,1,1,4,2,,1,5,1,,1,,8,1921,3,1,,1101,2030,2,1,,,,1,3,1,1,,3,3,1,100,35,1,1,2,,,,11/1/2005,10/29/2005,1,84.3013687133789,0,1,0,1,1,1,1,1,1,"QUEENS",1,1,1,1
11,2,2005,10,29,2005,4,3,3,10,,,,,,1,1,,12,1917,4,1,,1102,1600,2,,2,,2,,,,3,,2,3,1,7,5,1,3,2,,,,11/2/2005,10/29/2005,0,87.9698638916016,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,1,2005,10,29,2005,3,1,1,2,2,,1,,,3,1,,5,1926,4,1,,1101,2000,2,,2,,2,,,,3,,3,3,1,90,50,1,1,1,1,2,,11/1/2005,10/29/2005,0,79.5506820678711,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,2,1,1,4,,,,6,2,,2,,1,1937,5,1,,1104,2030,2,2,,,,,,,1,,3,3,1,90,30,1,1,1,1,2,,11/2/2005,10/29/2005,1,68.8712310791016,1,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,1,2,1,2,2,,2,6,1,,1,,10,1961,3,2,,1102,1030,1,2,,,,,,,2,,1,2,2,35,65,1,2,1,1,1,,11/2/2005,10/29/2005,1,44.1068496704102,0,0,1,0,0,,,,2,"QUEENS",0,1,1,1
11,3,2005,10,29,2005,2,1,1,1,,,,6,1,,1,,10,1943,5,1,,1103,2030,2,1,,,,13,3,1,1,,3,3,1,65,50,1,1,1,1,1,,11/3/2005,10/29/2005,1,62.120548248291,1,1,0,1,1,0,0,0,1,"QUEENS",0,1,0,1
11,2,2005,10,29,2005,3,2,3,4,3,,2,,,2,1,,11,1953,4,1,,1103,1930,2,,2,,2,,,,1,,3,3,1,60,35,1,2,1,1,3,,11/2/2005,10/29/2005,0,52.0273971557617,1,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,4,1,3,2,,,,,,1,2,,7,1937,5,1,,1101,2100,2,,2,,2,,,,1,,4,1,1,75,70,3,2,2,,,,11/2/2005,10/29/2005,0,68.3753433227539,1,1,0,1,0,,,,1,"QUEENS",0,0,1,1
11,2,2005,10,30,2005,3,3,3,7,6,,,,,2,1,,8,1931,3,6,"human race",1101,2130,1,,2,,2,,,,2,,3,3,2,55,45,1,1,1,3,6,,11/2/2005,10/30/2005,0,74.2986297607422,0,0,0,0,0,,,,2,"QUEENS",1,0,1,1
11,2,2005,10,29,2005,1,3,1,4,3,,2,3,2,,1,,7,1941,4,1,,1102,1800,2,2,,,,,,,3,,4,3,3,50,0,1,3,2,,,,11/2/2005,10/29/2005,1,64.3726043701172,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,3,2005,10,29,2005,2,3,1,5,,,,4,1,,2,,9,1922,3,1,,1101,2000,1,2,,,,,,,1,,3,3,1,85,50,1,1,2,,,,11/3/2005,10/29/2005,1,83.216438293457,0,1,0,0,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,2,1,1,2,,,,1,3,,2,,8,1932,2,1,,1101,2000,2,1,,,,1,2,1,1,,3,3,1,8,4,1,3,2,,,,11/2/2005,10/28/2005,1,73.290412902832,0,1,0,1,1,1,1,1,1,"QUEENS",0,1,1,1
11,1,2005,10,28,2005,1,3,1,4,2,,1,3,2,,2,,9,1927,2,1,,1101,2000,2,1,,,,13,4,3,1,,4,4,3,0,50,3,3,1,3,6,,11/1/2005,10/28/2005,1,78.2109603881836,0,1,0,1,1,0,0,0,1,"QUEENS",0,1,1,1
11,1,2005,10,29,2005,1,3,2,5,1,,1,2,1,,2,,1,1921,2,1,,1101,2000,1,1,,,,1,2,1,1,,4,4,3,50,35,3,2,1,3,6,,11/1/2005,10/29/2005,1,84.882194519043,0,1,0,0,1,1,1,1,1,"QUEENS",0,1,1,1
11,3,2005,10,30,2005,1,2,1,10,2,,1,5,1,,1,,9,1924,2,1,,1101,2000,2,2,,,,,,,1,,3,1,1,100,,1,1,1,1,2,,11/3/2005,10/30/2005,1,81.216438293457,0,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,1,2005,10,29,2005,3,1,1,3,2,,1,,,1,1,,10,1921,3,2,,1101,2000,2,,2,,2,,,,1,,3,3,1,100,0,3,3,1,1,2,,11/1/2005,10/29/2005,0,84.1342468261719,0,0,1,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,2,3,1,2,,,,4,2,,6,,5,1931,3,1,,1104,1130,2,1,,,,13,4,1,1,,1,3,3,85,50,3,1,1,1,2,,11/2/2005,10/29/2005,1,74.5479431152344,0,1,0,1,1,0,0,0,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,3,3,1,2,2,,1,,,1,1,,7,1937,4,1,,1102,1500,2,,1,4,2,,,,,2,1,3,1,100,50,3,3,1,1,2,,11/2/2005,10/29/2005,0,68.3753433227539,1,1,0,1,0,,,,2,"QUEENS",0,1,1,1
11,3,2005,10,29,2005,2,2,2,9,,,,1,1,,3,,12,1948,5,2,,1103,2030,2,2,,,,,,,3,,1,3,2,,,3,2,2,,,,11/3/2005,10/29/2005,1,56.9479446411133,1,0,1,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,31,2005,4,4,3,10,,,,,,3,1,,1,1926,3,1,,1102,1900,1,,2,,2,,,,1,,3,3,1,51,40,1,3,1,1,3,,11/2/2005,10/31/2005,0,79.8849334716797,0,1,0,0,0,,,,1,"QUEENS",1,1,1,1
11,2,2005,10,29,2005,3,3,1,2,2,,1,,,1,5,"independant party",3,1963,5,1,,1103,2100,1,,2,,2,,,,3,,3,3,1,90,40,1,1,1,1,2,,11/2/2005,10/29/2005,0,42.6931495666504,1,1,0,0,0,,,,3,"QUEENS",0,1,1,0
11,1,2005,10,28,2005,3,1,1,2,2,,2,,,1,1,,12,1962,3,1,,1101,2000,2,,1,1,2,,,,,1,3,3,3,50,45,1,2,1,1,2,,11/1/2005,10/28/2005,0,42.9369850158691,0,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,3,2005,10,31,2005,1,1,1,1,2,,1,2,1,,1,,3,1919,2,2,,1104,1900,2,1,,,,13,1,4,3,,4,3,1,70,12,2,3,2,,,,11/3/2005,10/31/2005,1,86.7287673950195,0,0,1,1,1,0,0,0,3,"QUEENS",0,1,1,0
11,2,2005,10,29,2005,2,2,1,1,,,,1,2,,2,,12,1952,4,1,,1101,2000,2,2,,,,,,,1,,3,1,1,95,70,1,1,2,,,,11/2/2005,10/29/2005,1,52.9452056884766,1,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,3,2005,10,28,2005,4,2,1,3,,,,,,1,1,,9,1952,3,1,,1102,2100,1,,2,,2,,,,1,,3,3,1,75,50,1,1,2,,,,11/3/2005,10/28/2005,0,53.191780090332,0,1,0,0,0,,,,1,"QUEENS",0,1,1,1
11,1,2005,10,29,2005,2,2,1,10,,,,6,1,,1,,7,1946,5,1,,1101,2000,1,1,,,,13,2,1,1,,2,3,1,80,40,1,3,1,1,2,,11/1/2005,10/29/2005,1,59.3698616027832,1,1,0,0,1,0,0,0,1,"QUEENS",0,1,1,0
11,2,2005,10,29,2005,4,2,1,4,,,,,,3,2,,4,1944,4,4,,1102,2130,2,,1,4,2,,,,,1,4,4,1,,,1,1,2,,,,11/2/2005,10/29/2005,0,61.6191787719727,1,0,0,1,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,1,1,1,7,2,,1,3,1,,2,,1,1939,2,1,,1102,2000,2,2,,,,,,,1,,3,3,1,75,35,1,1,1,1,2,,11/2/2005,10/28/2005,1,66.8684921264648,0,1,0,1,0,,,,1,"QUEENS",0,1,1,1
11,3,2005,10,31,2005,2,1,1,4,,,,6,2,,1,,3,1927,2,1,,1104,1930,2,2,,,,,,,3,,2,1,1,90,,1,2,2,,,,11/3/2005,10/31/2005,1,78.7232894897461,0,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,1,2005,10,29,2005,2,1,1,8,,,,4,1,,1,,5,1932,5,1,,1101,2000,1,1,,,,1,2,1,1,,2,3,1,8,4,1,1,1,1,2,,11/1/2005,10/29/2005,1,73.5452041625977,1,1,0,0,1,1,1,1,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,1,1,1,2,6,,,1,1,,1,,4,1953,2,1,,1102,2000,1,2,,,,,,,1,,3,2,2,75,70,1,2,2,,,,11/2/2005,10/29/2005,1,52.613697052002,0,1,0,0,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,2,2,2,6,,,,1,3,,6,,10,1943,2,2,,1103,1130,2,2,,,,,,,3,,2,1,2,20,25,2,2,2,,,,11/2/2005,10/29/2005,1,62.120548248291,0,0,1,1,0,,,,3,"QUEENS",1,1,0,1
11,2,2005,10,29,2005,4,3,1,1,,,,,,2,1,,6,1968,5,1,,1103,2030,2,,2,,2,,,,1,,2,3,1,97,30,1,1,2,,,,11/2/2005,10/29/2005,0,37.4356155395508,1,1,0,1,0,,,,1,"QUEENS",1,1,1,1
11,1,2005,10,29,2005,1,2,1,4,1,,2,1,2,,1,,3,1951,5,1,,1101,2030,1,2,,,,,,,3,,3,3,3,30,25,3,2,2,,,,11/1/2005,10/29/2005,1,54.7013702392578,1,1,0,0,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,4,1,1,2,,,,,,1,1,,3,1917,3,1,,1102,1500,1,,1,1,2,,,,,1,2,3,1,100,100,1,1,2,,,,11/2/2005,10/28/2005,0,88.7205505371094,0,1,0,0,0,,,,1,"QUEENS",0,1,1,1
11,1,2005,10,28,2005,1,4,1,10,2,,1,3,1,,1,,1,,9,9,,1101,2000,1,2,,,,,,,1,,3,1,1,99,40,1,1,1,1,2,,11/1/2005,10/28/2005,1,,,,,0,0,,,,1,"QUEENS",1,1,1,1
11,2,2005,10,29,2005,4,3,1,4,,,,,,1,1,,5,1930,1,1,,1101,2130,1,,1,1,2,,,,,1,3,4,3,,100,3,2,2,,,,11/2/2005,10/29/2005,0,75.5479431152344,0,1,0,0,0,,,,1,"QUEENS",1,1,1,1
11,2,2005,10,28,2005,3,3,1,3,2,,1,,,1,1,,7,1919,1,1,,1103,1730,2,,2,,1,1,4,1,3,,4,1,1,50,50,1,3,1,1,1,,11/2/2005,10/28/2005,0,86.3862991333008,0,1,0,1,1,1,1,1,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,2,1,1,2,,,,5,1,,1,,4,1951,4,1,,1104,2000,1,2,,,,,,,1,,3,3,1,90,60,1,1,1,1,2,,11/2/2005,10/28/2005,1,54.613697052002,1,1,0,0,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,4,2,1,3,,,,,,2,1,,1,,5,1,,1104,1100,2,,2,,2,,,,3,,3,3,2,50,75,3,2,1,1,1,,11/2/2005,10/29/2005,0,,1,1,0,1,0,,,,3,"QUEENS",1,1,1,1
11,2,2005,10,30,2005,4,3,1,2,,,,,,2,2,,3,1935,5,1,,1102,2000,2,,2,,2,,,,3,,3,3,1,90,50,1,1,1,1,2,,11/2/2005,10/30/2005,0,70.7150650024414,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,4,3,2,6,,,,,,2,1,,6,1923,2,1,,1102,1100,2,,2,,1,1,1,1,1,,2,3,1,90,50,1,1,1,1,2,,11/2/2005,10/29/2005,0,82.4684906005859,0,1,0,1,1,1,1,1,1,"QUEENS",0,1,1,1
11,3,2005,10,30,2005,2,2,1,1,,,,4,3,,1,,7,1923,5,1,,1101,2000,1,2,,,,,,,3,,3,3,3,60,60,3,2,2,,,,11/3/2005,10/30/2005,1,82.3890380859375,1,1,0,0,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,3,2,2,5,2,,2,,,1,1,,7,1938,2,1,,1103,2030,2,,2,,2,,,,1,,3,1,1,55,5,1,1,1,1,2,,11/2/2005,10/28/2005,0,67.3726043701172,0,1,0,1,0,,,,1,"QUEENS",0,0,1,1
11,3,2005,10,31,2005,4,2,2,5,,,,,,3,2,,8,1950,2,1,,1103,1900,2,,2,,2,,,,3,,3,3,1,40,40,1,2,1,1,6,,11/3/2005,10/31/2005,0,55.287670135498,0,1,0,1,0,,,,3,"QUEENS",0,1,0,1
11,2,2005,10,29,2005,4,3,1,6,,,,,,1,1,,10,1938,3,1,,1104,1830,2,,1,1,2,,,,,3,4,4,1,85,,3,2,1,1,6,,11/2/2005,10/29/2005,0,67.123291015625,0,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,3,3,3,3,2,,1,,,2,2,,8,1942,2,1,,1102,1500,2,,2,,2,,,,1,,3,3,3,75,50,1,2,2,,,,11/2/2005,10/29/2005,0,63.287670135498,0,1,0,1,0,,,,1,"QUEENS",0,0,1,1
11,3,2005,10,31,2005,4,3,2,5,,,,,,1,1,,3,1925,4,2,,1103,1930,1,,2,,2,,,,3,,3,3,2,,70,3,2,1,1,1,,11/3/2005,10/31/2005,0,80.7232894897461,1,0,1,0,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,1,2,1,1,2,,2,4,2,,2,,1,,4,1,,1102,1900,2,2,,,,,,,1,,3,3,1,70,40,1,1,2,,,,11/2/2005,10/28/2005,1,,1,1,0,1,0,,,,1,"QUEENS",1,1,1,1
11,1,2005,10,28,2005,4,3,2,6,,,,,,1,1,,1,1963,5,1,,1101,2000,2,,1,1,2,,,,,3,3,3,3,60,60,3,2,1,1,1,,11/1/2005,10/28/2005,0,42.8520545959473,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,29,2005,1,1,3,1,1,,1,2,2,,1,,10,1921,2,2,,1104,2000,2,2,,,,,,,3,,3,3,2,,,3,2,2,,,,11/2/2005,10/29/2005,1,84.1342468261719,0,0,1,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,4,3,1,4,,,,,,1,3,,8,1920,2,1,,1101,2000,1,,2,,2,,,,3,,4,3,1,100,,1,1,2,,,,11/2/2005,10/28/2005,0,85.2986297607422,0,1,0,0,0,,,,3,"QUEENS",0,1,1,1
11,3,2005,10,29,2005,1,3,1,10,1,,2,3,1,,1,,9,1928,5,2,,1101,2000,2,1,,,,13,1,1,3,,3,3,1,8,5,1,1,1,1,6,,11/3/2005,10/29/2005,1,77.2109603881836,1,0,1,1,1,0,0,0,3,"QUEENS",0,1,1,1
11,2,2005,10,28,2005,3,1,3,2,2,,2,,,2,1,,5,1929,2,1,,1102,1000,2,,2,,2,,,,1,,4,3,1,75,50,3,1,2,,,,11/2/2005,10/28/2005,0,76.5452041625977,0,1,0,1,0,,,,1,"QUEENS",1,1,1,1
11,2,2005,10,28,2005,4,1,1,4,,,,,,2,2,,6,1933,5,1,,1101,2000,1,,1,1,2,,,,,1,2,1,1,92,4,1,1,2,,,,11/2/2005,10/28/2005,0,72.4575347900391,1,1,0,0,0,,,,1,"QUEENS",0,1,1,0
11,2,2005,10,30,2005,1,1,1,7,2,,1,2,2,,2,,1,1928,2,1,,1102,1430,2,2,,,,,,,3,,3,1,1,100,0,1,1,1,1,2,,11/2/2005,10/30/2005,1,77.882194519043,0,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,2,2005,10,31,2005,3,2,2,4,1,,2,,,1,1,,4,1942,5,1,,1102,1930,2,,2,,2,,,,3,,3,2,2,50,75,3,2,1,1,1,,11/2/2005,10/31/2005,0,63.6273956298828,1,1,0,1,0,,,,3,"QUEENS",0,1,1,1
11,1,2005,10,31,2005,2,1,2,2,,,,6,1,,2,,7,1937,3,6,"american",1101,2000,1,2,,,,,,,1,,3,2,3,75,50,3,2,2,,,,11/1/2005,10/31/2005,1,68.3808212280273,0,0,0,0,0,,,,1,"QUEENS",0,1,1,1
11,2,2005,10,31,2005,3,2,1,2,3,,2,,,1,1,,3,1953,3,2,,1102,1900,2,,1,2,2,,,,,1,2,1,1,100,80,1,1,1,1,3,,11/2/2005,10/31/2005,0,52.7041091918945,0,0,1,1,0,,,,1,"QUEENS",0,1,1,1
