"month2","date2","year2","month1","date1","year1","group","famdiff","nycdirec","priority","votch1","othvotch1","votchst1","prompt","watchdpr","watchjlpr","party","partyoth","mob","yob","grade","race","raceoth","bestdate","besttime","gender","watchdps1","watchjlps","balance","watchdps2","watchdchk","informative","effective","won1","won2","ferrop","bloomop","knowledge","bloomsc","ferrsc","terror","housing","group2","vote","votch2","othvotch2","dosi","dofi","watch","age","coll","white","black","female","watchdps","modrace","modgen","modracgen","won","boroname","notperf","votem2005","votem2001","votem1997"
11,2,2005,10,29,2005,3,2,1,1,1,,1,,,2,1,,6,1956,3,2,,1104,1630,1,,2,,2,,,,1,,3,3,1,50,45,1,2,2,,,,11/2/2005,10/29/2005,0,49.4438362121582,0,0,1,0,0,,,,1,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,1,3,3,1,2,,2,5,1,,1,,2,1960,4,2,,1104,1900,2,2,,,,,,,3,,3,1,1,100,0,1,1,1,1,2,,11/2/2005,10/29/2005,1,45.7726020812988,1,0,1,1,0,,,,3,"MANHATTAN",0,0,1,0
11,2,2005,10,28,2005,1,1,1,2,2,,1,5,1,,1,,11,1916,4,1,,1104,1930,2,1,,,,13,3,1,1,,3,3,1,100,0,1,3,1,1,2,,11/2/2005,10/28/2005,1,89.04931640625,1,1,0,1,1,0,0,0,1,"MANHATTAN",0,1,1,0
11,2,2005,10,30,2005,1,2,2,5,1,,2,3,1,,1,,5,1920,4,1,,1102,1900,1,2,,,,,,,1,,1,2,1,40,60,3,2,2,,,,11/2/2005,10/30/2005,1,85.5561676025391,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,2,3,1,7,,,,4,2,,6,,10,1920,3,1,,1101,2000,1,2,,,,,,,1,,3,3,1,80,35,1,1,1,1,2,,11/1/2005,10/29/2005,1,85.1342468261719,0,1,0,0,0,,,,1,"MANHATTAN",1,1,1,1
11,2,2005,10,29,2005,2,1,1,1,,,,5,2,,2,,6,1934,3,3,,1101,2130,2,2,,,,,,,1,,3,1,1,100,0,1,1,1,1,2,,11/2/2005,10/29/2005,1,71.4602737426758,0,0,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,2,2,3,1,,2,,,3,1,,10,1946,4,1,,1103,2030,1,,2,,2,,,,3,,3,3,1,60,80,3,2,1,1,1,,11/2/2005,10/28/2005,0,59.1150703430176,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,4,,,,2,1,,1,,9,1929,4,1,,1102,1900,2,1,,,,1,2,1,1,,2,3,1,80,20,3,1,2,,,,11/2/2005,10/29/2005,1,76.2109603881836,1,1,0,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,3,6,1,,1,3,1,,2,,2,1970,4,1,,1102,1900,1,1,,,,1,2,2,2,,1,2,3,60,65,2,2,2,,,,11/2/2005,10/29/2005,1,35.7643852233887,1,1,0,0,1,1,1,1,2,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,1,2,1,5,1,,2,1,3,,1,,10,1947,5,1,,1102,1600,2,2,,,,,,,3,,1,3,3,,,3,3,1,1,6,,11/2/2005,10/28/2005,1,58.1150703430176,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,31,2005,2,2,1,4,,,,6,2,,1,,9,1953,5,1,,1102,1830,1,2,,,,,,,3,,3,3,1,75,50,3,1,1,1,2,,11/2/2005,10/31/2005,1,52.2000007629395,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,3,1,3,,,,3,1,,1,,7,1958,5,1,,1103,2130,1,2,,,,,,,3,,1,2,2,60,85,2,2,2,,,,11/2/2005,10/29/2005,1,47.361644744873,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,4,1,1,1,,,,,,1,1,,1,,4,1,,1101,2000,2,,1,1,2,,,,,3,3,3,1,80,45,1,3,1,1,2,,11/1/2005,10/28/2005,0,,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,3,2005,10,31,2005,3,2,1,8,2,,2,,,1,6,,11,1942,5,1,,1104,1500,1,,2,,2,,,,3,,3,3,1,50,1,3,3,1,1,3,,11/3/2005,10/31/2005,0,63.0410957336426,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,3,2,5,,,,1,1,,1,,1,1951,3,1,,1103,1930,1,2,,,,,,,2,,1,3,2,2,2,1,2,1,1,3,,11/2/2005,10/29/2005,1,54.8630142211914,0,1,0,0,0,,,,2,"MANHATTAN",0,0,1,1
11,2,2005,10,28,2005,1,2,1,1,6,,,5,1,,1,,1,,5,1,,1101,2000,2,2,,,,,,,3,,3,3,3,0,0,3,3,2,,,,11/2/2005,10/28/2005,1,,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,1,2005,10,29,2005,1,3,1,5,2,,1,5,2,,1,,4,1941,4,1,,1101,2000,2,2,,,,,,,3,,3,3,1,95,2,1,1,1,1,2,,11/1/2005,10/29/2005,1,64.6219177246094,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,3,2005,10,29,2005,1,1,1,4,2,,1,5,1,,1,,6,1953,3,3,,1101,2130,1,1,,,,13,2,1,1,,3,3,1,80,30,1,1,1,1,2,,11/3/2005,10/29/2005,1,52.4465751647949,0,0,0,0,1,0,0,0,1,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,1,2,3,6,6,,,4,2,,1,,1,1951,4,1,,1102,2100,2,2,,,,,,,3,,2,3,1,80,50,1,2,2,,,,11/3/2005,10/28/2005,1,54.8602752685547,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,1,1,7,,,,,,1,6,,8,1966,5,1,,1103,2130,1,,2,,2,,,,1,,2,1,1,80,10,1,1,1,1,2,,11/3/2005,10/29/2005,0,39.2712326049805,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,1,1,5,,,,,,1,9,,6,1918,5,1,,1101,2100,1,,2,,1,1,2,1,3,,1,1,1,85,65,1,2,2,,,,11/2/2005,10/29/2005,0,87.4712295532227,1,1,0,0,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,1,1,1,2,,1,3,2,,6,,10,1940,5,1,,1102,1000,1,2,,,,,,,3,,3,3,1,90,25,1,1,2,,,,11/2/2005,10/29/2005,1,65.1205444335938,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,1,2,1,1,2,,1,3,1,,1,,3,1944,4,1,,1101,2130,1,2,,,,,,,1,,3,3,1,85,50,1,1,2,,,,11/2/2005,10/28/2005,1,61.7013702392578,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,1,2005,10,31,2005,1,1,1,5,2,,1,2,2,,6,,2,1962,3,1,,1101,2030,2,2,,,,,,,1,,2,1,1,100,0,1,1,2,,,,11/1/2005,10/31/2005,1,43.7753410339355,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,3,2,1,1,2,,1,,,1,1,,5,1937,5,1,,1103,1600,2,,1,1,2,,,,,3,3,3,1,90,50,1,1,2,,,,11/3/2005,10/29/2005,0,68.5424652099609,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,3,2,1,5,6,,,,,1,1,,7,1941,5,1,,1102,1900,2,,2,,2,,,,3,,3,3,3,40,5,1,2,2,,,,11/2/2005,10/30/2005,0,64.3753433227539,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,3,1,2,,,,,,3,1,,1,1940,2,2,,1103,1930,2,,2,,1,1,3,1,1,,3,3,1,80,20,1,1,1,1,2,,11/3/2005,10/29/2005,0,65.8712310791016,0,0,1,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,1,2005,10,31,2005,2,1,1,10,,,,4,3,,1,,10,1961,4,1,,1101,2100,2,1,,,,1,2,1,1,,3,1,1,85,60,1,1,2,,,,11/1/2005,10/31/2005,1,44.1123275756836,1,1,0,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,3,3,10,,,,,,3,1,,12,1943,4,1,,1101,2000,1,,2,,2,,,,3,,3,3,3,75,25,3,1,1,1,2,,11/2/2005,10/29/2005,0,61.953426361084,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,3,1,1,,,,6,2,,1,,4,1938,2,2,,1102,1800,2,1,,,,1,1,1,1,,1,3,1,60,40,1,2,1,1,2,,11/2/2005,10/29/2005,1,67.6246566772461,0,0,1,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,1,1,1,4,2,,1,2,2,,2,,8,1966,5,1,,1102,2100,1,2,,,,,,,1,,2,3,1,90,30,1,1,1,1,2,,11/2/2005,10/30/2005,1,39.2739715576172,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,3,2,1,,,,,,3,1,,4,1933,5,1,,1102,1730,1,,1,1,2,,,,,3,3,3,1,60,60,3,2,1,1,1,,11/2/2005,10/29/2005,0,72.6273956298828,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,1,2,6,6,,,,,1,9,,1,,4,1,,1102,1930,2,,2,,2,,,,3,,3,3,1,70,60,1,2,2,,,,11/2/2005,10/28/2005,0,,1,1,0,1,0,,,,3,"MANHATTAN",1,1,1,1
11,3,2005,10,29,2005,2,1,3,1,,,,5,3,,1,,8,1958,4,1,,1101,2100,2,2,,,,,,,3,,3,3,3,6,4,3,3,1,1,2,,11/3/2005,10/29/2005,1,47.2767105102539,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,3,2005,10,30,2005,2,3,1,1,,,,1,2,,1,,8,1933,4,1,,1104,1900,2,1,,,,1,3,3,3,,3,3,3,75,75,3,2,2,,,,11/3/2005,10/30/2005,1,72.2958908081055,1,1,0,1,1,1,1,1,3,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,4,3,1,4,,,,,,1,1,,6,1929,5,1,,1101,2030,2,,2,,2,,,,3,,3,2,1,70,50,3,2,2,,,,11/1/2005,10/28/2005,0,76.4602737426758,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,30,2005,1,2,1,5,1,,2,1,1,,1,,5,1965,5,1,,1104,1200,2,2,,,,,,,3,,1,3,3,80,85,1,2,2,,,,11/3/2005,10/30/2005,1,40.5260276794434,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,2,,,,6,2,,1,,8,1964,4,1,,1101,2130,1,2,,,,,,,3,,3,3,1,80,20,1,2,1,1,2,,11/2/2005,10/29/2005,1,41.2712326049805,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,4,3,1,4,,,,,,1,2,,9,1950,4,1,,1101,2030,1,,1,1,2,,,,,3,2,3,1,75,25,1,1,2,,,,11/1/2005,10/28/2005,0,55.1945190429688,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,31,2005,2,3,1,9,,,,5,3,,1,,3,1930,4,1,,1102,2100,1,2,,,,,,,3,,3,1,1,70,20,1,1,2,,,,11/3/2005,10/31/2005,1,75.7205505371094,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,4,2,1,1,,,,,,2,6,,9,1969,5,1,,1103,1400,2,,2,,2,,,,3,,2,3,1,85,20,1,2,2,,,,11/3/2005,10/28/2005,0,36.1808204650879,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,0
11,3,2005,10,30,2005,4,1,1,6,,,,,,2,1,,8,1941,5,1,,1103,1130,2,,2,,2,,,,1,,3,1,1,85,60,1,1,2,,,,11/3/2005,10/30/2005,0,64.290412902832,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,1,2005,10,29,2005,4,2,2,1,,,,,,2,1,,7,,5,9,,1101,2000,1,,2,,2,,,,3,,3,2,3,50,30,3,2,1,1,1,,11/1/2005,10/29/2005,0,,1,,,0,0,,,,3,"MANHATTAN",1,1,1,1
11,1,2005,10,28,2005,3,3,1,1,2,,1,,,2,1,,2,1968,5,1,,1101,2000,2,,2,,2,,,,1,,2,3,1,90,70,1,1,1,1,2,,11/1/2005,10/28/2005,0,37.7643852233887,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,2,1,1,3,,,,2,1,,1,,3,1928,5,2,,1101,2000,2,1,,,,1,1,2,1,,1,2,2,0,100,2,2,2,,,,11/2/2005,10/30/2005,1,77.7178115844727,1,0,1,1,1,1,1,1,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,3,2,3,6,1,,1,,,2,1,,7,1961,4,1,,1102,1930,2,,2,,2,,,,2,,3,3,2,50,65,3,2,2,,,,11/2/2005,10/29/2005,0,44.3589057922363,1,1,0,1,0,,,,2,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,3,4,1,3,2,,1,,,2,2,,1,1969,5,1,,1102,2100,2,,3,,1,1,3,1,,,3,3,1,70,30,1,1,1,1,2,,11/2/2005,10/28/2005,0,36.8465766906738,1,1,0,1,1,1,1,1,,"MANHATTAN",0,1,1,1
11,3,2005,10,30,2005,1,2,1,1,2,,1,3,3,,1,,10,1945,5,1,,1104,1400,1,2,,,,,,,3,,4,3,1,75,50,3,1,1,1,2,,11/3/2005,10/30/2005,1,60.120548248291,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,1,1,2,,,,,,3,5,"independent",5,1965,5,9,,1101,2000,2,,1,4,2,,,,,1,3,3,3,,,1,3,1,1,6,,11/2/2005,10/29/2005,0,40.5232887268066,1,,,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,4,2,1,1,,,,,,3,5,"Independent",8,1941,3,1,,1101,2000,2,,2,,2,,,,3,,3,3,3,90,85,3,3,2,,,,11/2/2005,10/29/2005,0,64.2876739501953,0,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,3,2,1,1,1,,2,,,2,1,,5,1965,3,1,,1101,2130,2,,2,,2,,,,1,,3,3,1,70,50,1,2,2,,,,11/1/2005,10/28/2005,0,40.5205497741699,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,4,3,1,5,,,,,,1,1,,12,1953,2,1,,1101,2000,1,,2,,2,,,,3,,3,3,1,70,70,1,2,2,,,,11/2/2005,10/30/2005,0,51.9479446411133,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,2,1,1,,1,4,1,,1,,11,1973,4,4,,1102,1500,1,2,,,,,,,3,,3,3,2,90,60,2,2,2,,,,11/2/2005,10/29/2005,1,32.0136985778809,1,0,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,30,2005,3,2,1,1,2,,2,,,1,1,,9,1968,5,1,,1102,2100,1,,1,1,2,,,,,3,3,3,1,80,50,3,1,1,1,2,,11/2/2005,10/30/2005,0,37.1863021850586,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,1,2005,10,29,2005,4,2,1,1,,,,,,1,1,,12,1963,4,1,,1101,2100,1,,2,,2,,,,1,,3,3,1,80,20,1,1,2,,,,11/1/2005,10/29/2005,0,41.9397277832031,1,1,0,0,0,,,,1,"MANHATTAN",0,1,1,0
11,1,2005,10,28,2005,3,3,2,5,1,,2,,,2,1,,1,,4,1,,1101,2000,2,,2,,1,1,2,2,,,1,3,2,20,75,3,2,1,1,1,,11/1/2005,10/28/2005,0,,1,1,0,1,1,1,1,1,,"MANHATTAN",1,1,1,1
11,1,2005,10,31,2005,2,1,2,3,,,,4,1,,1,,10,1946,4,1,,1101,2030,2,1,,,,1,1,2,2,,1,2,1,75,85,3,2,2,,,,11/1/2005,10/31/2005,1,59.1232872009277,1,1,0,1,1,1,1,1,2,"MANHATTAN",0,1,1,0
11,3,2005,10,28,2005,4,4,1,1,,,,,,1,1,,12,1954,3,1,,1104,2100,2,,2,,2,,,,1,,3,1,1,75,60,1,2,1,1,2,,11/3/2005,10/28/2005,0,50.9424667358398,0,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,4,2,1,5,,,,,,1,1,,12,1953,3,1,,1102,2030,1,,2,,2,,,,1,,3,3,1,85,75,1,2,1,1,2,,11/3/2005,10/29/2005,0,51.9452056884766,0,1,0,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,1,1,1,2,,1,3,2,,1,,9,1944,5,1,,1101,2000,1,2,,,,,,,3,,3,3,3,70,40,1,1,2,,,,11/2/2005,10/29/2005,1,61.2000007629395,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,1,2005,10,29,2005,4,3,1,10,,,,,,3,1,,9,1951,5,6,"NO OF ANY ONE BUSINESS(P)",1101,2000,1,,2,,2,,,,1,,3,3,1,85,0,1,1,1,1,6,,11/1/2005,10/29/2005,0,54.1972618103027,1,0,0,0,0,,,,1,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,2,2,2,3,,,,6,2,,1,,12,1968,4,3,,1101,2000,2,2,,,,,,,3,,4,4,1,85,50,1,2,1,1,2,,11/2/2005,10/29/2005,1,36.9342460632324,1,0,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,3,2005,10,29,2005,2,2,1,4,,,,1,3,,1,,5,1960,4,1,,1102,2000,1,2,,,,,,,3,,3,3,1,85,50,1,3,2,,,,11/3/2005,10/29/2005,1,45.5260276794434,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,1,2,1,1,2,,1,5,2,,1,,4,1953,5,1,,1102,2030,1,2,,,,,,,3,,3,3,1,90,75,1,2,2,,,,11/2/2005,10/29/2005,1,52.613697052002,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,3,2,2,5,1,,1,,,1,5,"GREEN PARTY",7,1969,4,1,,1102,1100,1,,2,,1,1,2,2,2,,3,3,2,40,75,2,2,2,,,,11/2/2005,10/29/2005,0,36.3534240722656,1,1,0,0,1,1,1,1,2,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,4,2,2,1,,,,,,2,1,,8,1980,3,3,,1104,2130,1,,2,,2,,,,3,,3,2,2,50,75,2,2,2,,,,11/2/2005,10/28/2005,0,25.2575340270996,0,0,0,0,0,,,,3,"MANHATTAN",0,0,1,0
11,2,2005,10,28,2005,3,2,1,4,2,,1,,,2,5,"INDEPENDENT",10,1966,5,1,,1104,2030,2,,2,,2,,,,3,,3,3,3,60,50,1,2,2,,,,11/2/2005,10/28/2005,0,39.1013717651367,1,1,0,1,0,,,,3,"MANHATTAN",0,0,1,0
11,1,2005,10,28,2005,3,2,2,1,6,,,,,2,1,,5,1971,5,1,,1101,2000,1,,1,4,2,,,,,1,3,3,1,71,61,1,1,1,1,2,,11/1/2005,10/28/2005,0,34.5178070068359,1,1,0,0,0,,,,1,"MANHATTAN",0,0,1,0
11,2,2005,10,29,2005,4,3,2,6,,,,,,2,1,,11,1933,1,1,,1103,1300,1,,2,,2,,,,3,,3,3,1,90,75,1,2,2,,,,11/2/2005,10/29/2005,0,72.0410995483398,0,1,0,0,0,,,,3,"MANHATTAN",0,0,1,0
11,2,2005,10,29,2005,2,3,1,5,,,,6,1,,3,,4,1963,5,1,,1102,2030,2,1,,,,1,2,4,3,,1,3,3,70,75,3,2,2,,,,11/2/2005,10/29/2005,1,42.6082191467285,1,1,0,1,1,1,1,1,3,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,2,3,1,1,,,,3,3,,9,,6,,9,9,,1101,2000,2,2,,,,,,,1,,2,3,1,95,,3,1,2,,,,11/2/2005,10/28/2005,1,,,,,1,0,,,,1,"MANHATTAN",1,1,1,0
11,1,2005,10,29,2005,1,1,3,6,6,,,1,3,,1,,10,1975,5,1,,1101,2000,2,1,,,,1,1,1,3,,1,1,1,0,0,1,1,1,1,1,,11/1/2005,10/29/2005,1,30.0986309051514,1,1,0,1,1,1,1,1,3,"MANHATTAN",0,1,1,0
11,3,2005,10,29,2005,3,1,1,1,2,,1,,,2,1,,7,1944,2,2,,1104,1900,1,,2,,2,,,,1,,3,1,2,80,60,1,1,1,1,2,,11/3/2005,10/29/2005,0,61.3698616027832,0,0,1,0,0,,,,1,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,3,2,1,3,2,,1,,,3,1,,7,1957,5,1,,1102,2000,1,,2,,1,1,2,1,1,,1,3,1,70,55,1,1,2,,,,11/2/2005,10/29/2005,0,48.361644744873,1,1,0,0,1,1,1,1,1,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,4,3,1,2,,,,,,3,6,,1,,5,1,,1102,1830,1,,2,,2,,,,1,,2,3,1,80,45,1,1,2,,,,11/2/2005,10/28/2005,0,,1,1,0,0,0,,,,1,"MANHATTAN",1,1,1,0
11,2,2005,10,29,2005,4,1,2,5,,,,,,1,1,,7,1950,4,1,,1101,2000,1,,2,,2,,,,3,,3,3,1,50,50,3,2,2,,,,11/2/2005,10/29/2005,0,55.3671226501465,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,3,2005,10,29,2005,3,1,1,4,2,,1,,,3,1,,6,1956,4,1,,1102,1000,2,,2,,1,13,3,1,3,,3,3,1,68,35,1,3,2,,,,11/3/2005,10/29/2005,0,49.4438362121582,1,1,0,1,1,0,0,0,3,"MANHATTAN",0,1,1,1
11,3,2005,10,30,2005,1,3,1,2,6,,,6,1,,1,,4,1961,4,1,,1103,2030,2,2,,,,,,,1,,3,3,3,50,49,3,3,2,,,,11/3/2005,10/30/2005,1,44.6109580993652,1,1,0,1,0,,,,1,"MANHATTAN",0,0,1,0
11,3,2005,10,28,2005,4,1,3,1,,,,,,1,1,,8,1923,3,2,,1102,1430,2,,2,,2,,,,1,,2,3,1,50,5,1,1,2,,,,11/3/2005,10/28/2005,0,82.2986297607422,0,0,1,1,0,,,,1,"MANHATTAN",0,0,1,1
11,2,2005,10,29,2005,4,1,1,1,,,,,,2,1,,3,1946,4,1,,1101,2000,1,,2,,2,,,,3,,1,3,1,70,40,1,1,1,1,2,,11/2/2005,10/29/2005,0,59.7041091918945,1,1,0,0,0,,,,3,"MANHATTAN",1,0,1,0
11,2,2005,10,29,2005,1,1,2,5,1,,1,5,2,,4,,9,1963,3,1,,1102,1130,1,2,,,,,,,2,,1,3,2,15,72,2,2,1,1,1,,11/2/2005,10/29/2005,1,42.1890411376953,0,1,0,0,0,,,,2,"MANHATTAN",0,0,1,0
11,2,2005,10,29,2005,3,2,1,6,2,,1,,,1,1,,2,1924,4,1,,1102,1830,2,,2,,2,,,,3,,3,3,1,90,50,1,3,1,1,2,,11/2/2005,10/29/2005,0,81.7972564697266,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,4,2,1,2,,,,,,3,1,,9,1975,4,1,,1102,1900,1,,2,,2,,,,3,,3,3,1,85,50,1,1,2,,,,11/2/2005,10/29/2005,0,30.1808223724365,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,2,2005,10,28,2005,1,2,1,4,2,,1,5,1,,1,,8,1943,4,1,,1102,1730,2,2,,,,,,,1,,3,3,1,80,30,1,1,2,,,,11/2/2005,10/28/2005,1,62.2849311828613,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,0
11,2,2005,10,29,2005,1,3,1,9,2,,1,3,1,,2,,1,1932,5,2,,1103,1000,1,1,,,,1,1,1,1,,2,1,1,95,80,1,1,1,1,2,,11/2/2005,10/29/2005,1,73.876708984375,1,0,1,0,1,1,1,1,1,"MANHATTAN",1,1,1,0
11,2,2005,10,29,2005,1,4,2,5,1,,2,5,2,,1,,3,1966,4,1,,1102,2130,1,2,,,,,,,3,,3,3,3,65,80,3,2,2,,,,11/2/2005,10/29/2005,1,39.6904106140137,1,1,0,0,0,,,,3,"MANHATTAN",0,1,1,0
11,1,2005,10,30,2005,3,1,1,2,2,,1,,,1,1,,12,1979,4,1,,1101,2000,2,,2,,2,,,,1,,3,3,1,85,20,1,1,2,,,,11/1/2005,10/30/2005,0,25.9315071105957,1,1,0,1,0,,,,1,"MANHATTAN",0,1,0,0
11,2,2005,10,28,2005,1,3,1,5,1,,2,5,2,,1,,5,1942,5,1,,1103,2000,2,2,,,,,,,1,,1,3,3,75,75,3,2,1,1,1,,11/2/2005,10/28/2005,1,63.5369873046875,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,3,2005,10,31,2005,1,2,1,2,2,,1,1,2,,1,,5,1937,5,1,,1103,1600,2,2,,,,,,,1,,4,3,1,95,50,1,1,1,1,2,,11/3/2005,10/31/2005,1,68.5479431152344,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,2,2,9,,,,4,1,,1,,11,1921,5,2,,1101,2000,2,2,,,,,,,1,,3,3,3,60,40,3,2,1,1,6,,11/2/2005,10/29/2005,1,84.04931640625,1,0,1,1,0,,,,1,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,1,1,3,1,6,,,5,1,,1,,5,1914,1,2,,1101,2000,2,2,,,,,,,3,,1,3,3,75,50,2,2,1,1,1,,11/1/2005,10/28/2005,1,91.5561676025391,0,0,1,1,0,,,,3,"MANHATTAN",0,1,1,1
11,1,2005,10,28,2005,4,1,3,3,,,,,,1,1,,7,1938,3,1,,1101,2000,1,,2,,2,,,,3,,1,3,2,50,75,3,2,1,1,1,,11/1/2005,10/28/2005,0,67.3726043701172,0,1,0,0,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,3,6,,,,1,2,,1,,5,1913,2,1,,1103,1030,2,1,,,,13,1,1,3,,3,1,1,50,40,3,1,1,1,1,,11/2/2005,10/29/2005,1,92.5589065551758,0,1,0,1,1,0,0,0,3,"MANHATTAN",0,1,1,1
11,3,2005,10,28,2005,2,2,1,1,,,,2,3,,2,,7,1929,5,1,,1103,1730,2,2,,,,,,,1,,2,3,1,80,50,1,1,1,1,2,,11/3/2005,10/28/2005,1,76.3780822753906,1,1,0,1,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,4,3,1,5,,,,,,1,1,,12,1931,2,2,,1101,2000,1,,2,,2,,,,1,,3,1,1,80,50,1,3,2,,,,11/2/2005,10/28/2005,0,73.9589004516602,0,0,1,0,0,,,,1,"MANHATTAN",0,1,1,1
11,2,2005,10,28,2005,4,3,3,7,,,,,,1,1,,4,1943,2,2,,1101,2100,1,,2,,2,,,,2,,1,4,2,50,50,1,2,1,1,1,,11/2/2005,10/28/2005,0,62.6191787719727,0,0,1,0,0,,,,2,"MANHATTAN",1,1,1,0
11,2,2005,10,29,2005,3,2,1,2,6,,,,,1,1,,10,1936,5,1,,1101,2000,2,,2,,2,,,,3,,4,3,3,80,,3,2,2,,,,11/2/2005,10/29/2005,0,69.123291015625,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
11,2,2005,10,29,2005,2,1,1,5,,,,4,2,,3,,5,1941,5,1,,1102,1100,2,2,,,,,,,3,,3,3,1,79,49,1,1,1,1,2,,11/2/2005,10/29/2005,1,64.5397262573242,1,1,0,1,0,,,,3,"MANHATTAN",0,1,1,1
